County,State,FIPS,pov 1a0c,pov 1a1c,pov 1a2c,pov 1a3c,pov 2a1w0c,pov 2a1w1c,pov 2a1w2c,pov 2a1w3c,pov 2a2w0c,pov 2a2w1c,pov 2a2w2c,pov 2a2w3c,live 1a0c,live 1a1c,live 1a2c,live 1a3c,live 2a1w0c,live 2a1w1c,live 2a1w2c,live 2a1w3c,live 2a2w0c,live 2a2w1c,live 2a2w2c,live 2a2w3c,min 1a0c,min 1a1c,min 1a2c,min 1a3c,min 2a1w0c,min 2a1w1c,min 2a1w2c,min 2a1w3c,min 2a2w0c,min 2a2w1c,min 2a2w2c,min 2a2w3c,pct_less_hs,pct_hs,pct_some_college,pct_college,crime_per_10k,unemployment_rate_2019,median_household_income_2019
Eagle County,CO,8037,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$16.13,$36.58,$47.24,$61.51,$26.04,$31.72,$35.47,$38.40,$13.02,$19.78,$25.58,$30.97,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,11.7,15.2,25.9,47.2,185.26,2.2,89268
Elbert County,CO,8039,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$17.40,$34.90,$42.94,$56.32,$27.03,$32.66,$36.41,$41.07,$13.52,$18.94,$23.43,$28.38,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,3.3,24.1,36.8,35.8,74.09,2.1,101733
El Paso County,CO,8041,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.78,$31.97,$40.09,$52.89,$24.46,$29.64,$33.39,$37.40,$12.23,$17.48,$22.01,$26.67,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,5.8,20.4,35.3,38.5,288.62,3.2,72675
Fremont County,CO,8043,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.71,$28.06,$34.80,$45.02,$22.33,$27.13,$30.88,$33.68,$11.17,$15.53,$19.36,$22.73,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,9.9,39.3,32.3,18.5,287.48,4.4,52239
Garfield County,CO,8045,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.65,$33.45,$43.06,$56.69,$24.28,$29.64,$33.39,$36.73,$12.14,$18.22,$23.49,$28.57,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,11.9,27,30.1,31,384.4,2.6,73788
Gilpin County,CO,8047,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$17.40,$35.86,$44.87,$59.22,$27.03,$32.66,$36.41,$41.07,$13.52,$19.43,$24.40,$29.83,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,1.5,21.4,37.5,39.6,1548.29,2.2,74806
Grand County,CO,8049,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.19,$32.03,$41.12,$53.74,$23.55,$28.74,$32.49,$35.35,$11.78,$17.51,$22.52,$27.09,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,5.4,26.8,29.8,38,133.08,2.1,71029
Gunnison County,CO,8051,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.60,$29.16,$36.37,$47.29,$23.22,$27.75,$31.50,$34.55,$11.61,$16.07,$20.15,$23.87,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,2.6,15.9,25.3,56.2,251.38,2.1,60408
Hinsdale County,CO,8053,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.42,$29.03,$36.86,$47.77,$22.89,$27.01,$30.76,$33.17,$11.45,$16.01,$20.39,$24.10,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,6.3,22.8,25.3,45.7,99.5,3.4,61391
Huerfano County,CO,8055,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.68,$27.29,$33.63,$42.34,$22.30,$26.75,$30.50,$32.21,$11.15,$15.14,$18.78,$21.39,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,7.6,29.6,41.6,21.1,196.02,5.5,39955
Jackson County,CO,8057,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.37,$29.32,$36.82,$47.63,$22.98,$27.62,$31.37,$34.00,$11.49,$16.15,$20.37,$24.03,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,12.6,28.1,39.2,20,14.34,2.2,53577
Jefferson County,CO,8059,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$17.40,$36.36,$45.87,$60.72,$27.03,$32.66,$36.41,$41.07,$13.52,$19.68,$24.90,$30.58,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,5.5,20.3,29.1,45.2,231.14,2.4,89696
Kiowa County,CO,8061,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.37,$28.45,$35.08,$45.02,$22.98,$27.62,$31.37,$34.00,$11.49,$15.72,$19.50,$22.73,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,4.3,35.6,38.7,21.4,189.09,1.5,46901
Kit Carson County,CO,8063,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.40,$27.39,$33.87,$43.35,$22.02,$26.72,$30.47,$32.80,$11.01,$15.19,$18.90,$21.89,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,10.5,37.6,33.2,18.7,310.98,1.6,42951
Lake County,CO,8065,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.26,$28.65,$35.97,$46.75,$22.93,$27.14,$30.89,$33.67,$11.47,$15.82,$19.95,$23.59,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,16.3,25.8,25.6,32.3,157.7,2.3,56850
La Plata County,CO,8067,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.35,$31.03,$39.34,$51.83,$24.22,$28.52,$32.27,$35.79,$12.11,$17.01,$21.63,$26.13,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,4.5,20,31.3,44.2,279.26,2.4,77829
Larimer County,CO,8069,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.93,$33.56,$42.55,$56.54,$25.29,$30.37,$34.12,$38.46,$12.64,$18.27,$23.24,$28.49,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,4.1,19,29.6,47.3,278.27,2.3,75332
Las Animas County,CO,8071,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.67,$28.11,$34.95,$45.33,$22.29,$27.07,$30.82,$33.69,$11.14,$15.55,$19.44,$22.89,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,12.1,29.5,38.8,19.5,442.27,3.8,43452
Lincoln County,CO,8073,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.56,$28.69,$36.25,$46.49,$22.18,$26.93,$30.68,$32.69,$11.09,$15.84,$20.09,$23.46,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,9.1,54.5,23.9,12.6,208.78,2.2,43077
Morgan County,CO,8075,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.16,$28.73,$36.09,$46.02,$22.36,$27.16,$30.91,$32.80,$11.18,$15.86,$20.01,$23.23,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,10.4,33.7,35.6,20.2,604.47,2.3,58429
Logan County,CO,8075,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.96,$28.16,$35.26,$45.82,$22.58,$26.86,$30.61,$33.39,$11.29,$15.57,$19.59,$23.13,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,10.4,33.7,35.6,20.2,604.47,2.3,58429
Mesa County,CO,8077,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.56,$31.03,$38.97,$51.26,$23.67,$28.89,$32.64,$36.32,$11.84,$17.01,$21.45,$25.85,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,9.5,27.6,34.7,28.2,436.49,3.3,60249
Mineral County,CO,8079,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.37,$30.49,$39.17,$51.15,$22.98,$27.62,$31.37,$34.00,$11.49,$16.74,$21.55,$25.79,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,2.6,15.8,35.2,46.5,0,2.3,63015
Moffat County,CO,8081,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.91,$29.46,$37.77,$49.00,$22.62,$26.96,$30.71,$32.96,$11.31,$16.23,$20.85,$24.72,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,11.3,38.8,32.4,17.6,449.5,3.3,63232
Montezuma County,CO,8083,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.72,$29.59,$37.84,$48.99,$22.34,$27.14,$30.89,$33.10,$11.17,$16.29,$20.88,$24.71,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,10,29.3,31.2,29.6,678.41,4.1,52641
Montrose County,CO,8085,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.88,$29.28,$37.01,$48.21,$22.50,$27.35,$31.10,$33.90,$11.25,$16.13,$20.47,$24.32,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,11,31.4,32.4,25.2,481.68,3,50707
Morgan County,CO,8087,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.16,$28.73,$36.09,$46.02,$22.36,$27.16,$30.91,$32.80,$11.18,$15.86,$20.01,$23.23,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,21.1,31.3,30.1,17.5,424.92,2.5,57535
Otero County,CO,8089,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.55,$28.11,$35.11,$44.53,$22.17,$26.92,$30.67,$32.41,$11.08,$15.55,$19.52,$22.48,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,12.8,31.9,36.7,18.6,439.39,3.9,43723
Ouray County,CO,8091,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.86,$32.76,$41.55,$53.46,$24.34,$29.77,$33.52,$35.97,$12.17,$17.87,$22.74,$26.95,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,2.2,15.9,34.1,47.8,41.14,2.8,72836
Park County,CO,8093,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$17.40,$35.16,$43.47,$57.11,$27.03,$32.66,$36.41,$41.07,$13.52,$19.07,$23.70,$28.77,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,2.3,30.9,37,29.8,77.73,2.4,77221
Phillips County,CO,8095,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.33,$30.69,$40.57,$53.31,$21.94,$26.62,$30.37,$32.56,$10.97,$16.84,$22.25,$26.88,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,11.5,33.1,31.6,23.8,146.02,1.5,53432
Pitkin County,CO,8097,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$16.80,$36.60,$46.25,$60.92,$26.60,$32.75,$36.50,$40.84,$13.30,$19.79,$25.09,$30.68,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,3.1,17,19.1,60.8,193.46,3,92820
Prowers County,CO,8099,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.83,$27.45,$34.08,$43.32,$22.54,$26.62,$30.37,$32.30,$11.27,$15.22,$19.00,$21.88,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,19.5,26.1,36.1,18.3,194,2.5,47051
"Pueblo, CO",CO,8101,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.99,$29.11,$36.53,$47.19,$22.61,$27.50,$31.25,$33.82,$11.29,$16.05,$20.23,$23.81,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,10.3,29.1,38.8,21.8,145.01,3.9,51075
Pueblo County,CO,8101,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.99,$29.11,$36.53,$47.19,$22.61,$27.50,$31.25,$33.82,$11.30,$16.05,$20.23,$23.81,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,10.3,29.1,38.8,21.8,145.01,3.9,51075
Rio Blanco County,CO,8103,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.82,$32.13,$42.79,$56.43,$22.44,$27.27,$31.02,$33.33,$11.22,$17.56,$23.36,$28.43,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,8.1,31.5,37.6,22.7,223.36,3.5,65960
Rio Grande County,CO,8105,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.56,$27.25,$33.69,$43.08,$22.18,$26.62,$30.37,$32.65,$11.09,$15.12,$18.81,$21.76,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,13,32.1,30.5,24.5,559.02,4,48496
Routt County,CO,8107,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$16.07,$35.68,$46.91,$62.52,$24.71,$30.26,$34.01,$37.72,$12.35,$19.34,$25.42,$31.48,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,3.2,20.2,26.8,49.8,250.73,2.1,87691
Saguache County,CO,8109,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.33,$26.93,$33.05,$42.04,$21.94,$26.62,$30.37,$32.57,$10.97,$14.96,$18.49,$21.24,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,16.9,30.5,30.4,22.1,112.91,3.9,37004
San Juan County,CO,8111,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.00,$30.16,$37.44,$47.63,$23.61,$28.67,$32.42,$34.65,$11.81,$16.57,$20.68,$24.03,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,6.2,25.8,32.4,35.7,78.33,2.9,50524
San Miguel County,CO,8113,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.78,$34.38,$43.38,$57.18,$25.40,$31.17,$34.92,$39.04,$12.70,$18.68,$23.65,$28.81,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,3.2,15.3,22.1,59.4,114.42,2.7,77209
Sedgwick County,CO,8115,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.33,$27.97,$35.12,$44.62,$21.94,$26.62,$30.37,$32.05,$10.97,$15.48,$19.52,$22.53,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,13,29.1,38.4,19.5,4.38,1.9,42808
Summit County,CO,8117,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$17.21,$36.39,$46.99,$61.17,$25.88,$31.58,$35.33,$38.22,$12.94,$19.69,$25.46,$30.80,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,7.1,18,22.6,52.4,275.74,1.7,86570
Teller County,CO,8119,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.66,$31.95,$40.23,$53.11,$24.10,$29.47,$33.22,$37.15,$12.05,$17.47,$22.08,$26.77,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,2.8,23.2,36.3,37.7,431.34,3,70599
Washington County,CO,8121,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.83,$26.61,$32.41,$40.55,$22.54,$26.62,$30.37,$32.05,$11.27,$14.80,$18.17,$20.50,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,8.1,34.5,42,15.4,128.6,1.9,53263
Weld County,CO,8123,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.54,$31.53,$39.89,$52.63,$24.09,$28.97,$32.72,$36.43,$12.04,$17.26,$21.91,$26.53,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,11.9,27.3,33.2,27.5,285.54,2.5,78160
Yuma County,CO,8125,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.33,$27.55,$34.29,$44.31,$21.94,$26.62,$30.37,$32.97,$10.97,$15.27,$19.11,$22.37,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,11.4,34.4,32.4,21.8,122.32,1.5,52841
Fairfield County,CT,9001,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$17.60,$36.76,$45.75,$59.75,$27.79,$33.32,$36.97,$40.67,$13.89,$19.81,$25.09,$30.12,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,10,21.5,20.6,47.9,162.75,3.5,96966
Hartford County,CT,9003,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.22,$32.01,$39.90,$51.70,$24.93,$29.66,$33.31,$35.97,$12.46,$17.43,$21.86,$26.10,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,10.3,26.6,25,38.1,262,3.7,75336
Litchfield County,CT,9005,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.00,$32.02,$40.28,$52.59,$24.38,$29.30,$32.95,$35.74,$12.19,$17.44,$22.05,$26.55,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,7,29.9,27.7,35.4,183.27,3.3,81015
Middlesex County,CT,9007,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.63,$32.68,$40.63,$53.46,$25.24,$30.29,$33.94,$37.56,$12.62,$17.77,$22.22,$26.98,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,5.8,25.8,26.2,42.2,242.94,3.1,81721
"New Haven-Milford, CT",CT,9009,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$16.09,$32.67,$40.73,$52.69,$25.39,$30.15,$33.80,$36.73,$12.14,$17.76,$22.27,$26.59,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,9.9,30.7,24.4,35,252.24,3.8,69687
New Haven County,CT,9009,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$16.21,$32.94,$41.00,$53.26,$25.66,$30.42,$34.07,$37.00,$12.83,$17.90,$22.41,$26.88,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,9.9,30.7,24.4,35,252.24,3.8,69687
"Norwich-New London, CT",CT,9011,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.22,$30.89,$38.19,$49.57,$24.29,$29.14,$32.79,$35.92,$11.63,$16.88,$21.01,$25.03,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,7.7,29.5,29.5,33.3,313.21,3.5,75226
New London County,CT,9011,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.34,$31.16,$38.46,$50.14,$24.56,$29.41,$33.06,$36.19,$12.28,$17.01,$21.14,$25.32,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,7.7,29.5,29.5,33.3,313.21,3.5,75226
Tolland County,CT,9013,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.22,$31.81,$39.50,$51.10,$24.93,$29.66,$33.31,$35.97,$12.46,$17.33,$21.66,$25.80,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,5,27,26.2,41.8,255.7,3.1,90181
Windham County,CT,9015,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.12,$29.91,$37.21,$47.66,$23.33,$28.16,$31.80,$34.33,$11.67,$16.38,$20.51,$24.38,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,11.6,33.2,30.9,24.3,382.42,3.9,63309
Kent County,DE,10001,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$16.03,$31.70,$38.66,$50.03,$24.66,$30.24,$33.92,$37.35,$12.33,$17.26,$21.25,$25.10,$9.25,$9.25,$9.25,$9.25,$9.25,$9.25,$9.25,$9.25,$9.25,$9.25,$9.25,$9.25,12.6,32.9,30.8,23.7,289.55,4.1,58804
New Castle County,DE,10003,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.91,$34.03,$42.00,$53.30,$25.52,$31.56,$35.24,$37.60,$12.76,$18.43,$22.91,$26.74,$9.25,$9.25,$9.25,$9.25,$9.25,$9.25,$9.25,$9.25,$9.25,$9.25,$9.25,$9.25,8.4,30.8,24.6,36.2,248.12,3.5,76076
Sussex County,DE,10005,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.29,$30.80,$37.55,$48.51,$23.50,$28.73,$33.22,$36.45,$11.75,$16.81,$20.69,$24.34,$9.25,$9.25,$9.25,$9.25,$9.25,$9.25,$9.25,$9.25,$9.25,$9.25,$9.25,$9.25,11.9,31.2,28.7,28.3,270.49,3.7,64839
Alachua County,FL,12001,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.64,$29.40,$36.87,$47.37,$22.54,$27.02,$30.42,$32.56,$11.27,$16.01,$20.20,$23.77,$8.56,$8.56,$8.56,$8.56,$8.56,$8.56,$8.56,$8.56,$8.56,$8.56,$8.56,$8.56,7.4,21.2,28.1,43.3,0,3.1,49880
Baker County,FL,12003,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.31,$26.78,$32.85,$41.27,$21.22,$25.80,$29.19,$30.65,$10.61,$14.70,$18.19,$20.72,$8.56,$8.56,$8.56,$8.56,$8.56,$8.56,$8.56,$8.56,$8.56,$8.56,$8.56,$8.56,14.3,42.6,29.9,13.2,0,3.3,60454
