,State,County,1a1w0c,1a1w1c,1a1w2c,1a1w3c,2a1w0c,2a1w1c,2a1w2c,2a1w3c,2a2w0c,2a2w1c,2a2w2c,2a2w3c
2052,Idaho,Lemhi County,$14.01,$27.31,$33.65,$42.54,$22.87,$26.97,$30.86,$32.71,$11.43,$15.20,$18.86,$21.50
2055,Idaho,Lewis County,$13.65,$27.53,$34.59,$45.10,$22.89,$26.48,$30.37,$33.13,$11.45,$15.31,$19.33,$22.78
2058,Idaho,Lincoln County,$14.20,$27.13,$33.05,$42.05,$23.06,$27.22,$31.11,$33.50,$11.53,$15.11,$18.56,$21.25
2061,Idaho,Madison County,$14.60,$26.80,$32.71,$42.26,$23.48,$26.89,$30.77,$33.71,$11.74,$14.94,$18.39,$21.36
2064,Idaho,Minidoka County,$13.65,$26.39,$32.31,$41.34,$22.98,$26.48,$30.37,$32.78,$11.49,$14.74,$18.19,$20.90
2067,Idaho,Nez Perce County,$13.94,$27.95,$34.29,$44.01,$23.35,$27.61,$31.50,$34.19,$11.68,$15.52,$19.17,$22.23
2070,Idaho,Oneida County,$14.03,$27.33,$33.67,$43.08,$22.91,$27.00,$30.88,$33.25,$11.46,$15.21,$18.87,$21.77
2073,Idaho,Owyhee County,$14.29,$28.48,$34.82,$45.27,$24.01,$28.15,$32.03,$35.45,$12.00,$15.79,$19.44,$22.86
2076,Idaho,Payette County,$14.03,$27.20,$33.54,$43.21,$22.79,$26.86,$30.75,$33.39,$11.39,$15.15,$18.80,$21.83
2079,Idaho,Power County,$14.32,$27.30,$33.22,$41.79,$23.18,$27.39,$31.28,$33.23,$11.59,$15.20,$18.64,$21.12
2082,Idaho,Shoshone County,$13.76,$26.97,$33.31,$42.89,$22.71,$26.64,$30.52,$33.06,$11.35,$15.03,$18.69,$21.67
2085,Idaho,Teton County,$14.89,$29.07,$36.12,$46.13,$23.66,$28.02,$31.90,$34.16,$11.83,$16.08,$20.09,$23.29
2088,Idaho,Twin Falls County,$13.62,$27.03,$32.95,$42.21,$22.98,$27.12,$31.00,$33.66,$11.49,$15.06,$18.51,$21.33
2091,Idaho,Valley County,$14.10,$28.15,$35.20,$45.99,$22.96,$27.10,$30.98,$34.02,$11.48,$15.62,$19.63,$23.22
2094,Idaho,Washington County,$13.65,$26.39,$32.31,$41.46,$22.49,$26.48,$30.37,$32.90,$11.25,$14.74,$18.19,$20.96
2097,Idaho,"Boise City, ID",$14.12,$28.78,$35.59,$46.48,$23.84,$27.98,$31.86,$35.25,$11.43,$15.94,$19.83,$23.47
2100,Idaho,"Coeur d'Alene, ID",$14.64,$28.23,$34.57,$45.06,$23.69,$27.89,$31.78,$35.23,$11.69,$15.66,$19.32,$22.75
2103,Idaho,"Idaho Falls, ID",$13.47,$27.71,$34.52,$45.05,$23.09,$26.91,$30.79,$33.81,$11.10,$15.40,$19.29,$22.75
2106,Idaho,"Lewiston, ID",$13.79,$28.15,$34.85,$44.94,$23.20,$27.46,$31.34,$34.03,$11.26,$15.62,$19.46,$22.69
2109,Idaho,"Pocatello, ID",$13.02,$25.95,$31.62,$40.53,$22.31,$26.29,$30.17,$32.71,$10.87,$14.52,$17.84,$20.49
2112,Idaho,"Twin Falls, ID",$13.45,$26.86,$32.77,$41.87,$22.82,$26.95,$30.83,$33.31,$11.09,$14.98,$18.42,$21.16
2115,Illinois,Adams County,$13.55,$27.25,$33.74,$43.35,$22.09,$26.21,$29.86,$32.02,$11.04,$15.02,$18.77,$21.77
2118,Illinois,Alexander County,$13.38,$27.90,$34.67,$45.03,$22.18,$26.57,$30.23,$32.84,$11.09,$15.35,$19.24,$22.61
2121,Illinois,Bond County,$13.13,$27.57,$34.35,$43.55,$22.04,$26.24,$29.89,$31.35,$11.02,$15.18,$19.08,$21.87
2124,Illinois,Boone County,$13.36,$29.16,$36.80,$47.69,$22.48,$26.96,$30.62,$32.89,$11.24,$15.98,$20.31,$23.94
2127,Illinois,Brown County,$14.34,$29.16,$35.47,$45.05,$23.51,$28.30,$31.96,$34.26,$11.75,$15.98,$19.64,$22.62
2130,Illinois,Bureau County,$13.00,$27.43,$33.88,$42.80,$22.06,$26.41,$30.07,$31.57,$11.03,$15.11,$18.84,$21.49
2133,Illinois,Calhoun County,$14.02,$28.09,$34.12,$43.29,$22.99,$27.51,$31.17,$33.34,$11.50,$15.44,$18.96,$21.74
2136,Illinois,Carroll County,$12.89,$26.50,$32.41,$40.69,$21.78,$26.04,$29.69,$31.10,$10.89,$14.65,$18.11,$20.44
2139,Illinois,Cass County,$12.89,$27.45,$34.30,$43.91,$22.27,$26.04,$29.69,$31.47,$11.14,$15.12,$19.05,$22.05
2142,Illinois,Champaign County,$14.68,$29.03,$36.29,$46.46,$23.20,$27.20,$30.86,$32.79,$11.60,$15.91,$20.05,$23.33
2145,Illinois,Christian County,$13.11,$27.36,$34.05,$43.27,$22.05,$26.10,$29.76,$31.30,$11.03,$15.08,$18.93,$21.73
2148,Illinois,Clark County,$12.93,$26.95,$33.24,$42.41,$21.82,$26.09,$29.75,$31.65,$10.91,$14.87,$18.52,$21.30
2151,Illinois,Clay County,$12.89,$26.40,$32.20,$40.38,$22.37,$26.04,$29.69,$31.10,$11.18,$14.60,$18.00,$20.28
2154,Illinois,Clinton County,$14.02,$28.61,$35.14,$44.83,$22.99,$27.51,$31.17,$33.34,$11.50,$15.70,$19.48,$22.51
2157,Illinois,Coles County,$13.08,$27.26,$33.61,$43.04,$22.06,$26.34,$30.00,$32.11,$11.03,$15.02,$18.71,$21.62
2160,Illinois,Cook County,$16.32,$32.32,$40.12,$51.48,$25.66,$29.95,$33.61,$36.19,$12.83,$17.56,$21.96,$25.83
2163,Illinois,Crawford County,$12.89,$26.92,$33.25,$41.96,$22.14,$26.04,$29.69,$31.10,$11.07,$14.86,$18.53,$21.07
2166,Illinois,Cumberland County,$12.89,$26.66,$32.72,$41.17,$21.78,$26.04,$29.69,$31.10,$10.89,$14.73,$18.26,$20.68
2169,Illinois,DeKalb County,$14.38,$30.83,$38.95,$51.36,$23.48,$28.16,$31.81,$35.13,$11.74,$16.81,$21.38,$25.77
2172,Illinois,De Witt County,$13.51,$26.66,$32.72,$41.68,$22.03,$26.04,$29.69,$31.61,$11.01,$14.73,$18.26,$20.93
2175,Illinois,Douglas County,$13.36,$27.34,$34.09,$44.11,$21.88,$26.04,$29.69,$31.99,$10.94,$15.07,$18.95,$22.15
2178,Illinois,DuPage County,$16.32,$33.94,$43.37,$56.35,$25.66,$29.95,$33.61,$36.19,$12.83,$18.37,$23.59,$28.27
2181,Illinois,Edgar County,$12.89,$27.34,$34.09,$43.47,$22.07,$26.04,$29.69,$31.35,$11.03,$15.07,$18.95,$21.83
2184,Illinois,Edwards County,$12.89,$26.20,$31.80,$40.54,$22.37,$26.04,$29.69,$31.86,$11.18,$14.50,$17.80,$20.36
2187,Illinois,Effingham County,$13.32,$26.77,$32.93,$42.46,$21.83,$26.04,$29.69,$32.07,$10.91,$14.78,$18.37,$21.32
2190,Illinois,Fayette County,$13.10,$27.17,$33.75,$42.70,$21.78,$26.04,$29.69,$31.10,$10.89,$14.98,$18.78,$21.45
2193,Illinois,Ford County,$14.68,$28.41,$35.05,$44.60,$23.20,$27.20,$30.86,$32.79,$11.60,$15.60,$19.43,$22.39
2196,Illinois,Franklin County,$13.26,$27.57,$34.54,$44.04,$21.78,$26.04,$29.69,$31.25,$10.89,$15.18,$19.17,$22.11
2199,Illinois,Fulton County,$13.21,$27.91,$34.76,$44.24,$22.25,$26.50,$30.16,$31.80,$11.13,$15.35,$19.29,$22.21
2202,Illinois,Gallatin County,$12.89,$27.21,$33.81,$43.69,$22.37,$26.04,$29.69,$31.98,$11.18,$15.00,$18.81,$21.94
2205,Illinois,Greene County,$12.89,$26.42,$32.25,$40.46,$22.13,$26.04,$29.69,$31.10,$11.07,$14.61,$18.03,$20.32
2208,Illinois,Grundy County,$15.73,$31.70,$39.53,$50.89,$24.26,$29.31,$32.97,$35.52,$12.13,$17.25,$21.67,$25.54
2211,Illinois,Hamilton County,$12.89,$27.54,$34.47,$43.79,$21.82,$26.04,$29.69,$31.10,$10.91,$15.16,$19.14,$21.99
2214,Illinois,Hancock County,$12.89,$26.29,$31.99,$40.69,$21.86,$26.04,$29.69,$31.72,$10.93,$14.54,$17.90,$20.44
2217,Illinois,Hardin County,$12.89,$27.53,$34.47,$43.79,$21.78,$26.04,$29.69,$31.10,$10.89,$15.16,$19.14,$21.99
2220,Illinois,Henderson County,$12.76,$25.91,$31.23,$38.92,$22.00,$26.04,$29.69,$31.10,$11.00,$14.35,$17.52,$19.55
2223,Illinois,Henry County,$13.25,$27.76,$34.34,$43.87,$22.38,$26.61,$30.26,$32.22,$11.19,$15.27,$19.08,$22.03
2226,Illinois,Iroquois County,$13.36,$27.19,$33.77,$43.02,$21.89,$26.04,$29.69,$31.38,$10.95,$14.99,$18.79,$21.60
2229,Illinois,Jackson County,$12.93,$27.79,$34.71,$44.35,$22.07,$26.30,$29.96,$31.70,$11.03,$15.29,$19.26,$22.27
2232,Illinois,Jasper County,$12.89,$26.24,$31.88,$40.65,$22.32,$26.04,$29.69,$31.84,$11.16,$14.52,$17.84,$20.42
2235,Illinois,Jefferson County,$12.86,$27.62,$34.52,$43.92,$21.96,$26.16,$29.81,$31.33,$10.98,$15.21,$19.17,$22.05
2238,Illinois,Jersey County,$14.02,$28.52,$34.96,$44.55,$22.99,$27.51,$31.17,$33.34,$11.50,$15.65,$19.38,$22.37
2241,Illinois,Jo Daviess County,$13.16,$27.19,$33.77,$42.99,$22.23,$26.04,$29.69,$31.35,$11.12,$14.99,$18.79,$21.59
2244,Illinois,Johnson County,$12.76,$27.45,$34.30,$43.53,$21.78,$26.04,$29.69,$31.10,$10.89,$15.12,$19.05,$21.86
2247,Illinois,Kane County,$16.32,$33.08,$41.66,$53.78,$25.66,$29.95,$33.61,$36.19,$12.83,$17.94,$22.73,$26.99
2250,Illinois,Kankakee County,$13.94,$29.09,$36.05,$46.37,$22.93,$27.56,$31.22,$33.59,$11.46,$15.94,$19.93,$23.28
2253,Illinois,Kendall County,$16.22,$33.62,$42.79,$57.02,$24.74,$29.89,$33.55,$37.64,$12.37,$18.21,$23.30,$28.60
2256,Illinois,Knox County,$12.76,$27.45,$34.30,$44.05,$21.78,$26.04,$29.69,$31.61,$10.89,$15.12,$19.05,$22.12
2259,Illinois,Lake County,$16.32,$32.32,$40.12,$51.48,$25.66,$29.95,$33.61,$36.19,$12.83,$17.56,$21.96,$25.83
2262,Illinois,La Salle County,$13.14,$27.94,$34.68,$44.56,$22.22,$26.63,$30.28,$32.44,$11.11,$15.36,$19.24,$22.37
2265,Illinois,Lawrence County,$12.90,$26.53,$32.46,$40.77,$21.78,$26.04,$29.69,$31.10,$10.89,$14.66,$18.13,$20.48
2268,Illinois,Lee County,$12.91,$27.48,$34.12,$43.20,$21.96,$26.28,$29.94,$31.40,$10.98,$15.14,$18.96,$21.69
2271,Illinois,Livingston County,$12.81,$27.27,$33.86,$43.21,$21.87,$26.12,$29.78,$31.57,$10.93,$15.03,$18.83,$21.70
2274,Illinois,Logan County,$13.01,$27.37,$33.96,$43.36,$21.92,$26.22,$29.88,$31.72,$10.96,$15.08,$18.88,$21.78
2277,Illinois,Macon County,$13.01,$27.92,$34.86,$44.96,$22.19,$26.42,$30.08,$32.26,$11.09,$15.36,$19.33,$22.57
2280,Illinois,Macoupin County,$13.26,$27.11,$33.62,$43.06,$21.78,$26.04,$29.69,$31.65,$10.89,$14.95,$18.71,$21.62
2283,Illinois,Madison County,$14.02,$29.55,$37.04,$47.67,$22.99,$27.51,$31.17,$33.34,$11.50,$16.17,$20.42,$23.93
2286,Illinois,Marion County,$12.77,$27.18,$33.77,$43.19,$21.88,$26.04,$29.69,$31.55,$10.94,$14.99,$18.79,$21.69
2289,Illinois,Marshall County,$13.53,$28.73,$36.34,$46.72,$22.32,$26.56,$30.22,$32.01,$11.16,$15.76,$20.07,$23.45
2292,Illinois,Mason County,$13.01,$27.97,$35.17,$44.78,$21.91,$26.21,$29.87,$31.32,$10.96,$15.38,$19.49,$22.49
2295,Illinois,Massac County,$13.34,$27.79,$34.32,$43.39,$22.33,$26.70,$30.36,$31.93,$11.17,$15.29,$19.06,$21.79
2298,Illinois,McDonough County,$12.89,$26.90,$33.20,$41.98,$22.04,$26.04,$29.69,$31.20,$11.02,$14.85,$18.50,$21.08
2301,Illinois,McHenry County,$16.32,$33.10,$41.69,$53.83,$25.66,$29.95,$33.61,$36.19,$12.83,$17.95,$22.75,$27.01
2304,Illinois,McLean County,$13.64,$29.10,$36.69,$47.81,$22.62,$26.95,$30.61,$33.16,$11.31,$15.95,$20.25,$24.00
2307,Illinois,Menard County,$13.38,$27.98,$34.62,$43.83,$22.47,$26.78,$30.43,$32.03,$11.23,$15.39,$19.21,$22.01
2310,Illinois,Mercer County,$13.25,$27.77,$34.38,$43.92,$22.38,$26.61,$30.26,$32.22,$11.19,$15.28,$19.09,$22.05
2313,Illinois,Monroe County,$14.02,$29.24,$36.41,$46.74,$22.99,$27.51,$31.17,$33.34,$11.50,$16.02,$20.11,$23.46
2316,Illinois,Montgomery County,$13.13,$27.08,$33.56,$42.43,$22.01,$26.04,$29.69,$31.10,$11.01,$14.94,$18.69,$21.31
2319,Illinois,Morgan County,$12.89,$27.49,$34.18,$43.66,$21.93,$26.24,$29.89,$31.70,$10.96,$15.14,$19.00,$21.93
2322,Illinois,Moultrie County,$13.21,$27.55,$34.51,$44.70,$22.27,$26.04,$29.69,$31.95,$11.13,$15.17,$19.16,$22.45
2325,Illinois,Ogle County,$13.26,$28.61,$35.98,$46.21,$22.27,$26.68,$30.34,$32.22,$11.13,$15.70,$19.89,$23.20
2328,Illinois,Peoria County,$13.53,$28.58,$36.03,$46.24,$22.32,$26.56,$30.22,$32.01,$11.16,$15.68,$19.92,$23.21
2331,Illinois,Perry County,$12.89,$27.30,$34.01,$43.74,$22.27,$26.04,$29.69,$31.74,$11.13,$15.05,$18.91,$21.96
2334,Illinois,Piatt County,$14.68,$28.51,$35.26,$44.91,$23.20,$27.20,$30.86,$32.79,$11.60,$15.65,$19.53,$22.55
2337,Illinois,Pike County,$13.26,$26.40,$32.20,$40.38,$21.78,$26.04,$29.69,$31.10,$10.89,$14.60,$18.00,$20.28
2340,Illinois,Pope County,$12.89,$27.37,$34.14,$44.17,$21.78,$26.04,$29.69,$31.98,$10.89,$15.08,$18.97,$22.18
2343,Illinois,Pulaski County,$13.76,$27.68,$34.76,$45.20,$22.37,$26.04,$29.69,$32.07,$11.18,$15.24,$19.28,$22.69
2346,Illinois,Putnam County,$13.21,$27.50,$34.09,$43.17,$22.01,$26.35,$30.01,$31.52,$11.01,$15.15,$18.95,$21.68
2349,Illinois,Randolph County,$12.90,$27.72,$34.84,$44.79,$22.08,$26.05,$29.71,$31.57,$11.04,$15.26,$19.32,$22.49
2352,Illinois,Richland County,$13.36,$27.29,$33.99,$43.44,$21.87,$26.04,$29.69,$31.47,$10.93,$15.04,$18.90,$21.81
2355,Illinois,Rock Island County,$13.25,$28.39,$35.61,$45.77,$22.38,$26.61,$30.26,$32.22,$11.19,$15.59,$19.71,$22.98
2358,Illinois,Saline County,$12.89,$27.53,$34.47,$44.33,$21.78,$26.04,$29.69,$31.64,$10.89,$15.16,$19.14,$22.26
2361,Illinois,Sangamon County,$13.38,$28.61,$35.87,$45.71,$22.47,$26.78,$30.43,$32.03,$11.23,$15.70,$19.84,$22.95
2364,Illinois,Schuyler County,$12.89,$26.85,$33.11,$41.75,$21.78,$26.04,$29.69,$31.10,$10.89,$14.82,$18.46,$20.97
2367,Illinois,Scott County,$12.89,$26.40,$32.20,$40.38,$21.78,$26.04,$29.69,$31.10,$10.89,$14.60,$18.00,$20.28
2370,Illinois,Shelby County,$12.89,$27.11,$33.62,$43.48,$22.31,$26.04,$29.69,$32.07,$11.16,$14.95,$18.71,$21.83
2373,Illinois,Stark County,$13.53,$27.71,$34.30,$43.65,$22.32,$26.56,$30.22,$32.01,$11.16,$15.25,$19.05,$21.92
2376,Illinois,St. Clair County,$14.02,$29.33,$36.60,$47.01,$22.99,$27.51,$31.17,$33.34,$11.50,$16.06,$20.20,$23.60
2379,Illinois,Stephenson County,$12.87,$26.79,$32.99,$41.88,$21.88,$26.04,$29.69,$31.42,$10.94,$14.79,$18.40,$21.03
2382,Illinois,Tazewell County,$13.53,$28.61,$36.09,$46.34,$22.32,$26.56,$30.22,$32.01,$11.16,$15.70,$19.95,$23.26
2385,Illinois,Union County,$12.76,$26.98,$33.35,$43.02,$21.78,$26.04,$29.69,$32.00,$10.89,$14.88,$18.58,$21.60
2388,Illinois,Vermilion County,$12.95,$27.83,$34.77,$44.49,$22.08,$26.33,$29.99,$31.80,$11.04,$15.31,$19.29,$22.34
2391,Illinois,Wabash County,$12.91,$27.69,$34.75,$44.71,$21.80,$26.06,$29.72,$31.65,$10.90,$15.24,$19.28,$22.45
2394,Illinois,Warren County,$12.88,$26.50,$32.41,$41.14,$21.85,$26.04,$29.69,$31.55,$10.93,$14.65,$18.11,$20.66
2397,Illinois,Washington County,$13.52,$27.54,$34.15,$43.22,$22.03,$26.37,$30.03,$31.51,$11.02,$15.17,$18.98,$21.70
2400,Illinois,Wayne County,$12.89,$26.47,$32.34,$40.60,$21.78,$26.04,$29.69,$31.11,$10.89,$14.63,$18.07,$20.39
2403,Illinois,White County,$12.76,$26.55,$32.50,$41.06,$22.04,$26.04,$29.69,$31.32,$11.02,$14.67,$18.16,$20.62
2406,Illinois,Whiteside County,$13.08,$28.17,$35.35,$45.01,$22.09,$26.43,$30.09,$31.60,$11.04,$15.48,$19.58,$22.60
2409,Illinois,Will County,$16.32,$32.26,$40.00,$51.30,$25.66,$29.95,$33.61,$36.19,$12.83,$17.53,$21.91,$25.75
2412,Illinois,Williamson County,$13.50,$27.99,$35.08,$45.17,$22.01,$26.35,$30.01,$32.04,$11.01,$15.39,$19.44,$22.68
2415,Illinois,Winnebago County,$13.36,$28.70,$35.89,$46.32,$22.48,$26.96,$30.62,$32.89,$11.24,$15.75,$19.85,$23.25
2418,Illinois,Woodford County,$13.53,$28.50,$35.88,$46.02,$22.32,$26.56,$30.22,$32.01,$11.16,$15.65,$19.84,$23.10
2421,Illinois,"Bloomington, IL",$14.01,$29.88,$37.78,$49.37,$22.99,$27.41,$31.07,$33.78,$11.25,$16.34,$20.79,$24.78
2424,Illinois,"Carbondale-Marion, IL",$12.90,$27.02,$33.64,$42.97,$21.67,$25.85,$29.51,$31.25,$10.69,$14.91,$18.72,$21.58
2427,Illinois,"Champaign-Urbana, IL",$14.98,$29.59,$37.05,$47.52,$23.50,$27.56,$31.22,$33.25,$11.73,$16.19,$20.43,$23.85
2430,Illinois,"Chicago-Naperville-Elgin, IL",$16.08,$32.25,$40.20,$51.69,$25.41,$29.73,$33.38,$35.93,$12.28,$17.52,$22.01,$25.94
2433,Illinois,"Danville, IL",$12.95,$27.83,$34.77,$44.49,$22.08,$26.33,$29.99,$31.80,$10.72,$15.31,$19.29,$22.34
2436,Illinois,"Decatur, IL",$13.01,$27.92,$34.86,$44.96,$22.19,$26.42,$30.08,$32.26,$10.75,$15.36,$19.33,$22.57
2439,Illinois,"Kankakee, IL",$13.94,$29.09,$36.05,$46.37,$22.93,$27.56,$31.22,$33.59,$11.21,$15.94,$19.93,$23.28
2442,Illinois,"Peoria, IL",$13.19,$27.68,$34.72,$44.38,$21.95,$26.09,$29.75,$31.40,$10.84,$15.24,$19.26,$22.28
2445,Illinois,"Rockford, IL",$13.36,$28.78,$36.03,$46.53,$22.48,$26.96,$30.62,$32.89,$10.92,$15.79,$19.92,$23.36
2448,Illinois,"Springfield, IL",$13.38,$28.57,$35.80,$45.60,$22.47,$26.78,$30.43,$32.03,$10.93,$15.68,$19.80,$22.89
2451,Indiana,Adams County,$12.82,$25.71,$31.08,$39.80,$21.53,$25.67,$29.25,$31.63,$10.77,$14.22,$17.41,$19.99
2454,Indiana,Allen County,$12.89,$26.31,$31.92,$40.20,$21.69,$26.04,$29.62,$31.34,$10.85,$14.53,$17.83,$20.19
2457,Indiana,Bartholomew County,$14.38,$27.61,$33.76,$42.86,$22.51,$26.80,$30.38,$32.37,$11.25,$15.18,$18.75,$21.52
2460,Indiana,Benton County,$13.65,$26.88,$32.56,$41.40,$22.46,$26.52,$30.11,$32.31,$11.23,$14.81,$18.15,$20.79
2463,Indiana,Blackford County,$12.82,$25.48,$30.62,$38.56,$21.46,$25.67,$29.25,$31.09,$10.73,$14.11,$17.18,$19.37
2466,Indiana,Boone County,$14.03,$28.61,$35.27,$45.23,$22.86,$27.29,$30.87,$33.21,$11.43,$15.68,$19.50,$22.71
2469,Indiana,Brown County,$14.03,$28.26,$34.56,$44.16,$22.86,$27.29,$30.87,$33.21,$11.43,$15.50,$19.15,$22.17
2472,Indiana,Carroll County,$13.04,$25.71,$31.08,$38.82,$21.21,$25.67,$29.25,$30.66,$10.61,$14.22,$17.41,$19.50
2475,Indiana,Cass County,$12.85,$25.40,$30.47,$38.06,$21.24,$25.67,$29.25,$30.83,$10.62,$14.07,$17.10,$19.12
2478,Indiana,Clark County,$13.61,$27.40,$33.36,$42.57,$22.40,$26.77,$30.36,$32.64,$11.20,$15.07,$18.55,$21.38
2481,Indiana,Clay County,$12.91,$26.38,$31.91,$40.11,$21.79,$26.18,$29.77,$31.48,$10.89,$14.56,$17.82,$20.15
2484,Indiana,Clinton County,$12.80,$26.30,$31.90,$40.20,$21.51,$26.02,$29.61,$31.34,$10.76,$14.52,$17.82,$20.19
2487,Indiana,Crawford County,$12.82,$25.55,$30.78,$38.49,$21.21,$25.67,$29.25,$30.79,$10.61,$14.15,$17.25,$19.34
2490,Indiana,Daviess County,$12.95,$25.97,$31.43,$39.46,$21.36,$25.85,$29.44,$31.06,$10.68,$14.36,$17.58,$19.82
2493,Indiana,Dearborn County,$13.29,$27.74,$34.09,$43.80,$22.02,$26.72,$30.31,$32.72,$11.01,$15.24,$18.91,$21.99
2496,Indiana,Decatur County,$13.37,$26.66,$32.19,$40.39,$21.83,$26.46,$30.05,$31.76,$10.92,$14.70,$17.96,$20.29
2499,Indiana,DeKalb County,$13.03,$25.94,$31.24,$39.35,$21.51,$25.97,$29.56,$31.41,$10.76,$14.34,$17.49,$19.76
2502,Indiana,Delaware County,$13.28,$26.99,$33.42,$42.50,$21.43,$25.90,$29.48,$31.18,$10.71,$14.87,$18.58,$21.34
2505,Indiana,Dubois County,$12.82,$25.86,$31.39,$39.97,$21.32,$25.67,$29.25,$31.34,$10.66,$14.30,$17.56,$20.08
2508,Indiana,Elkhart County,$13.04,$26.81,$32.58,$40.95,$21.82,$26.39,$29.97,$31.63,$10.91,$14.78,$18.16,$20.57
2511,Indiana,Fayette County,$12.82,$25.56,$30.78,$38.37,$21.35,$25.67,$29.26,$30.66,$10.67,$14.15,$17.26,$19.27
2514,Indiana,Floyd County,$13.61,$27.51,$33.58,$42.89,$22.40,$26.77,$30.36,$32.64,$11.20,$15.12,$18.66,$21.54
2517,Indiana,Fountain County,$12.91,$26.00,$31.53,$39.46,$21.31,$25.81,$29.39,$30.83,$10.66,$14.37,$17.63,$19.82
2520,Indiana,Franklin County,$12.60,$26.11,$31.84,$40.05,$21.24,$25.71,$29.29,$30.82,$10.62,$14.42,$17.79,$20.12
2523,Indiana,Fulton County,$12.82,$25.50,$30.66,$38.18,$21.80,$25.67,$29.26,$30.66,$10.90,$14.12,$17.20,$19.18
2526,Indiana,Gibson County,$13.49,$25.63,$30.93,$38.90,$21.61,$25.67,$29.25,$30.96,$10.81,$14.19,$17.33,$19.54
2529,Indiana,Grant County,$13.12,$25.71,$31.08,$39.30,$21.50,$25.67,$29.25,$31.13,$10.75,$14.22,$17.41,$19.74
2532,Indiana,Greene County,$12.75,$25.63,$30.93,$38.59,$21.51,$25.67,$29.25,$30.66,$10.76,$14.19,$17.33,$19.39
2535,Indiana,Hamilton County,$14.03,$29.54,$37.13,$48.01,$22.86,$27.29,$30.87,$33.21,$11.43,$16.14,$20.43,$24.10
2538,Indiana,Hancock County,$14.03,$28.53,$35.12,$45.00,$22.86,$27.29,$30.87,$33.21,$11.43,$15.64,$19.42,$22.59
2541,Indiana,Harrison County,$13.61,$26.97,$32.50,$41.27,$22.40,$26.77,$30.36,$32.64,$11.20,$14.85,$18.12,$20.73
2544,Indiana,Hendricks County,$14.03,$28.64,$35.33,$45.32,$22.86,$27.29,$30.87,$33.21,$11.43,$15.69,$19.53,$22.75
2547,Indiana,Henry County,$12.83,$25.93,$31.51,$39.90,$21.48,$25.69,$29.27,$31.13,$10.74,$14.34,$17.62,$20.04
2550,Indiana,Howard County,$13.30,$26.62,$32.80,$42.18,$21.43,$25.78,$29.36,$31.60,$10.71,$14.68,$18.27,$21.18
2553,Indiana,Huntington County,$12.78,$25.91,$31.49,$39.96,$21.49,$25.67,$29.25,$31.20,$10.74,$14.33,$17.61,$20.07
2556,Indiana,Jackson County,$13.04,$26.38,$32.11,$40.48,$21.57,$25.98,$29.57,$31.24,$10.79,$14.56,$17.92,$20.33
2559,Indiana,Jasper County,$13.97,$27.17,$32.93,$41.57,$22.10,$26.74,$30.33,$32.24,$11.05,$14.96,$18.33,$20.88
2562,Indiana,Jay County,$12.82,$25.40,$30.47,$38.01,$21.21,$25.67,$29.25,$30.77,$10.61,$14.07,$17.10,$19.10
2565,Indiana,Jefferson County,$13.49,$26.34,$32.08,$40.86,$21.62,$25.95,$29.53,$31.63,$10.81,$14.54,$17.90,$20.52
2568,Indiana,Jennings County,$12.93,$26.56,$32.63,$41.63,$21.33,$25.82,$29.41,$31.38,$10.66,$14.65,$18.18,$20.91
2571,Indiana,Johnson County,$14.03,$28.60,$35.24,$45.18,$22.86,$27.29,$30.87,$33.21,$11.43,$15.67,$19.49,$22.68
2574,Indiana,Knox County,$13.36,$25.92,$31.14,$39.28,$21.49,$26.03,$29.62,$31.58,$10.74,$14.33,$17.44,$19.73
2577,Indiana,Kosciusko County,$13.19,$26.28,$31.89,$40.25,$21.82,$26.01,$29.59,$31.39,$10.91,$14.51,$17.81,$20.22
2580,Indiana,LaGrange County,$12.82,$25.38,$30.44,$38.68,$21.41,$25.67,$29.25,$31.49,$10.71,$14.06,$17.08,$19.43
2583,Indiana,Lake County,$13.49,$27.98,$34.20,$43.14,$22.63,$27.08,$30.67,$32.42,$11.32,$15.36,$18.97,$21.66
2586,Indiana,LaPorte County,$12.89,$27.08,$33.34,$42.36,$21.66,$26.15,$29.74,$31.55,$10.83,$14.91,$18.53,$21.27
2589,Indiana,Lawrence County,$12.86,$26.40,$32.21,$40.44,$21.41,$25.92,$29.51,$30.98,$10.70,$14.57,$17.97,$20.31
2592,Indiana,Madison County,$13.12,$27.05,$33.12,$42.03,$21.78,$26.31,$29.89,$31.77,$10.89,$14.89,$18.43,$21.11
2595,Indiana,Marion County,$14.03,$28.10,$34.25,$43.70,$22.86,$27.29,$30.87,$33.21,$11.43,$15.42,$18.99,$21.94
2598,Indiana,Marshall County,$12.82,$25.99,$31.64,$40.11,$21.48,$25.67,$29.25,$31.11,$10.74,$14.36,$17.69,$20.15
2601,Indiana,Martin County,$12.82,$25.86,$31.39,$39.63,$21.43,$25.67,$29.25,$31.00,$10.72,$14.30,$17.56,$19.91
2604,Indiana,Miami County,$12.82,$26.23,$32.14,$41.16,$21.80,$25.67,$29.25,$31.42,$10.90,$14.49,$17.93,$20.67
2607,Indiana,Monroe County,$13.84,$27.87,$34.25,$43.83,$22.24,$26.82,$30.40,$32.65,$11.12,$15.30,$18.99,$22.01
2610,Indiana,Montgomery County,$12.82,$26.09,$31.54,$39.65,$21.44,$25.97,$29.55,$31.25,$10.72,$14.41,$17.64,$19.92
