,State,County,Min_Wage
10472,Wisconsin,"Eau Claire, WI",$7.25
10475,Wisconsin,"Fond du Lac, WI",$7.25
10478,Wisconsin,"Green Bay, WI",$7.25
10481,Wisconsin,"Janesville-Beloit, WI",$7.25
10484,Wisconsin,"La Crosse-Onalaska, WI",$7.25
10487,Wisconsin,"Madison, WI",$7.25
10490,Wisconsin,"Milwaukee-Waukesha-West Allis, WI",$7.25
10493,Wisconsin,"Oshkosh-Neenah, WI",$7.25
10496,Wisconsin,"Racine, WI",$7.25
10499,Wisconsin,"Sheboygan, WI",$7.25
10502,Wisconsin,"Wausau, WI",$7.25
10505,Wyoming,Albany County,$7.25
10508,Wyoming,Big Horn County,$7.25
10511,Wyoming,Campbell County,$7.25
10514,Wyoming,Carbon County,$7.25
10517,Wyoming,Converse County,$7.25
10520,Wyoming,Crook County,$7.25
10523,Wyoming,Fremont County,$7.25
10526,Wyoming,Goshen County,$7.25
10529,Wyoming,Hot Springs County,$7.25
10532,Wyoming,Johnson County,$7.25
10535,Wyoming,Laramie County,$7.25
10538,Wyoming,Lincoln County,$7.25
10541,Wyoming,Natrona County,$7.25
10544,Wyoming,Niobrara County,$7.25
10547,Wyoming,Park County,$7.25
10550,Wyoming,Platte County,$7.25
10553,Wyoming,Sheridan County,$7.25
10556,Wyoming,Sublette County,$7.25
10559,Wyoming,Sweetwater County,$7.25
10562,Wyoming,Teton County,$7.25
10565,Wyoming,Uinta County,$7.25
10568,Wyoming,Washakie County,$7.25
10571,Wyoming,Weston County,$7.25
10574,Wyoming,"Casper, WY",$7.25
10577,Wyoming,"Cheyenne, WY",$7.25
