,Unnamed: 0_level_0,1 ADULT,1 ADULT,1 ADULT,1 ADULT,2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),State,County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,Ware County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,Ware County
0,Living Wage,$13.08,$26.25,$31.74,$39.88,$21.62,$26.23,$29.87,$31.56,$10.81,$14.53,$17.77,$20.03,Georgia,Warren County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,Warren County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,Warren County
0,Living Wage,$13.54,$26.25,$31.74,$40.05,$22.18,$26.23,$29.87,$31.72,$11.09,$14.53,$17.77,$20.11,Georgia,Washington County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,Washington County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,Washington County
0,Living Wage,$13.08,$26.25,$31.74,$40.09,$21.62,$26.23,$29.87,$31.77,$10.81,$14.53,$17.77,$20.13,Georgia,Wayne County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,Wayne County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,Wayne County
0,Living Wage,$13.23,$26.25,$31.74,$39.52,$21.78,$26.23,$29.87,$31.20,$10.89,$14.53,$17.77,$19.85,Georgia,Webster County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,Webster County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,Webster County
0,Living Wage,$13.23,$26.25,$31.74,$40.44,$21.78,$26.23,$29.87,$32.12,$10.89,$14.53,$17.77,$20.31,Georgia,Wheeler County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,Wheeler County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,Wheeler County
0,Living Wage,$13.62,$26.74,$32.23,$40.52,$22.17,$26.71,$30.36,$32.19,$11.08,$14.77,$18.01,$20.35,Georgia,White County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,White County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,White County
0,Living Wage,$13.44,$27.28,$33.28,$42.37,$22.41,$26.75,$30.40,$32.53,$11.21,$15.04,$18.54,$21.27,Georgia,Whitfield County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,Whitfield County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,Whitfield County
0,Living Wage,$13.23,$26.25,$31.74,$39.52,$21.80,$26.23,$29.87,$31.20,$10.90,$14.53,$17.77,$19.85,Georgia,Wilcox County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,Wilcox County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,Wilcox County
0,Living Wage,$13.22,$26.45,$31.94,$39.90,$21.77,$26.42,$30.07,$31.57,$10.88,$14.63,$17.87,$20.04,Georgia,Wilkes County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,Wilkes County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,Wilkes County
0,Living Wage,$13.24,$26.26,$31.75,$39.53,$21.78,$26.23,$29.88,$31.20,$10.89,$14.53,$17.77,$19.85,Georgia,Wilkinson County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,Wilkinson County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,Wilkinson County
0,Living Wage,$13.87,$26.89,$32.39,$40.63,$22.55,$26.87,$30.52,$32.31,$11.27,$14.85,$18.09,$20.40,Georgia,Worth County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,Worth County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,Worth County
0,Living Wage,$13.85,$27.36,$33.31,$42.06,$22.53,$26.87,$30.51,$32.34,$11.18,$15.08,$18.55,$21.12,Georgia,"Albany, GA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,"Albany, GA"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,"Albany, GA"
0,Living Wage,$14.40,$28.03,$33.98,$43.25,$23.15,$27.53,$31.18,$33.53,$11.46,$15.42,$18.89,$21.71,Georgia,"Athens-Clarke County, GA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,"Athens-Clarke County, GA"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,"Athens-Clarke County, GA"
0,Living Wage,$16.56,$31.33,$38.33,$48.79,$25.29,$29.79,$33.44,$35.92,$12.54,$17.07,$21.07,$24.48,Georgia,"Atlanta-Sandy Springs-Roswell, GA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,"Atlanta-Sandy Springs-Roswell, GA"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,"Atlanta-Sandy Springs-Roswell, GA"
0,Living Wage,$14.38,$27.96,$33.88,$43.14,$23.13,$27.51,$31.16,$33.55,$11.45,$15.38,$18.84,$21.66,Georgia,"Augusta-Richmond County, GA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,"Augusta-Richmond County, GA"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,"Augusta-Richmond County, GA"
0,Living Wage,$14.13,$27.47,$33.33,$42.53,$22.68,$27.08,$30.73,$33.12,$11.33,$15.14,$18.56,$21.35,Georgia,"Brunswick, GA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,"Brunswick, GA"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,"Brunswick, GA"
0,Living Wage,$13.53,$27.34,$33.26,$42.20,$22.58,$26.89,$30.54,$32.59,$11.03,$15.07,$18.53,$21.19,Georgia,"Columbus, GA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,"Columbus, GA"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,"Columbus, GA"
0,Living Wage,$13.30,$27.11,$33.10,$42.04,$22.16,$26.58,$30.23,$32.20,$10.91,$14.96,$18.45,$21.11,Georgia,"Dalton, GA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,"Dalton, GA"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,"Dalton, GA"
0,Living Wage,$14.47,$29.64,$36.86,$47.35,$23.63,$27.89,$31.54,$33.85,$11.49,$16.22,$20.33,$23.76,Georgia,"Gainesville, GA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,"Gainesville, GA"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,"Gainesville, GA"
0,Living Wage,$14.25,$27.89,$33.77,$43.46,$23.17,$27.48,$31.13,$33.97,$11.38,$15.35,$18.78,$21.82,Georgia,"Hinesville, GA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,"Hinesville, GA"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,"Hinesville, GA"
0,Living Wage,$13.03,$27.36,$33.25,$41.90,$22.78,$26.93,$30.58,$32.38,$10.78,$15.08,$18.52,$21.04,Georgia,"Macon-Bibb County, GA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,"Macon-Bibb County, GA"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,"Macon-Bibb County, GA"
0,Living Wage,$13.81,$27.39,$33.39,$42.37,$22.36,$26.86,$30.51,$32.54,$11.17,$15.10,$18.59,$21.27,Georgia,"Rome, GA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,"Rome, GA"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,"Rome, GA"
0,Living Wage,$15.46,$29.23,$35.22,$45.05,$24.34,$28.70,$32.35,$35.22,$11.99,$16.02,$19.51,$22.61,Georgia,"Savannah, GA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,"Savannah, GA"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,"Savannah, GA"
0,Living Wage,$13.38,$27.04,$32.93,$42.15,$21.92,$26.61,$30.26,$32.62,$10.95,$14.92,$18.36,$21.16,Georgia,"Valdosta, GA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,"Valdosta, GA"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,"Valdosta, GA"
0,Living Wage,$14.40,$28.72,$34.92,$44.22,$23.61,$27.98,$31.63,$33.76,$11.46,$15.76,$19.36,$22.20,Georgia,"Warner Robins, GA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Georgia,"Warner Robins, GA"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Georgia,"Warner Robins, GA"
0,Living Wage,$16.48,$34.46,$42.25,$53.95,$27.31,$32.73,$36.66,$39.86,$13.65,$18.79,$23.18,$27.21,Hawaii,Hawaii County
1,Poverty Wage,$7.06,$9.53,$12.01,$14.49,$9.53,$12.01,$14.49,$16.96,$4.77,$6.00,$7.24,$8.48,Hawaii,Hawaii County
2,Minimum Wage,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,Hawaii,Hawaii County
0,Living Wage,$20.61,$40.44,$48.79,$65.39,$31.43,$38.15,$42.08,$49.62,$15.71,$21.78,$26.45,$32.92,Hawaii,Honolulu County
1,Poverty Wage,$7.06,$9.53,$12.01,$14.49,$9.53,$12.01,$14.49,$16.96,$4.77,$6.00,$7.24,$8.48,Hawaii,Honolulu County
2,Minimum Wage,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,Hawaii,Honolulu County
0,Living Wage,$19.15,$35.41,$41.71,$54.64,$29.60,$35.18,$39.10,$45.02,$14.80,$19.27,$22.91,$27.55,Hawaii,Kalawao County
1,Poverty Wage,$7.06,$9.53,$12.01,$14.49,$9.53,$12.01,$14.49,$16.96,$4.77,$6.00,$7.24,$8.48,Hawaii,Kalawao County
2,Minimum Wage,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,Hawaii,Kalawao County
0,Living Wage,$18.79,$37.90,$45.79,$60.13,$30.53,$36.08,$40.01,$45.75,$15.26,$20.51,$24.95,$30.29,Hawaii,Kauai County
1,Poverty Wage,$7.06,$9.53,$12.01,$14.49,$9.53,$12.01,$14.49,$16.96,$4.77,$6.00,$7.24,$8.48,Hawaii,Kauai County
2,Minimum Wage,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,Hawaii,Kauai County
0,Living Wage,$19.15,$36.70,$44.29,$58.50,$29.60,$35.18,$39.10,$45.02,$14.80,$19.91,$24.20,$29.48,Hawaii,Maui County
1,Poverty Wage,$7.06,$9.53,$12.01,$14.49,$9.53,$12.01,$14.49,$16.96,$4.77,$6.00,$7.24,$8.48,Hawaii,Maui County
2,Minimum Wage,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,Hawaii,Maui County
0,Living Wage,$18.79,$36.24,$43.83,$58.05,$29.14,$34.72,$38.65,$44.57,$14.13,$19.69,$23.97,$29.25,Hawaii,"Kahului-Wailuku-Lahaina, HI"
1,Poverty Wage,$7.06,$9.53,$12.01,$14.49,$9.53,$12.01,$14.49,$16.96,$4.77,$6.00,$7.24,$8.48,Hawaii,"Kahului-Wailuku-Lahaina, HI"
2,Minimum Wage,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,Hawaii,"Kahului-Wailuku-Lahaina, HI"
0,Living Wage,$20.25,$39.98,$48.33,$64.93,$30.96,$37.69,$41.62,$49.16,$14.86,$21.55,$26.22,$32.69,Hawaii,"Urban Honolulu, HI"
1,Poverty Wage,$7.06,$9.53,$12.01,$14.49,$9.53,$12.01,$14.49,$16.96,$4.77,$6.00,$7.24,$8.48,Hawaii,"Urban Honolulu, HI"
2,Minimum Wage,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,Hawaii,"Urban Honolulu, HI"
0,Living Wage,$14.29,$29.20,$36.25,$47.42,$24.01,$28.15,$32.03,$35.45,$12.00,$16.15,$20.16,$23.94,Idaho,Ada County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Ada County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Ada County
0,Living Wage,$13.65,$26.39,$32.31,$41.38,$22.74,$26.48,$30.37,$32.82,$11.37,$14.74,$18.19,$20.92,Idaho,Adams County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Adams County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Adams County
0,Living Wage,$13.47,$26.81,$32.73,$42.07,$22.81,$26.90,$30.78,$33.52,$11.41,$14.95,$18.40,$21.26,Idaho,Bannock County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Bannock County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Bannock County
0,Living Wage,$13.65,$26.39,$32.31,$41.69,$22.49,$26.48,$30.37,$33.13,$11.25,$14.74,$18.19,$21.07,Idaho,Bear Lake County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Bear Lake County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Bear Lake County
0,Living Wage,$14.04,$27.34,$33.68,$43.42,$22.89,$27.00,$30.89,$33.59,$11.45,$15.22,$18.87,$21.94,Idaho,Benewah County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Benewah County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Benewah County
0,Living Wage,$13.82,$26.61,$32.53,$41.39,$22.66,$26.70,$30.59,$32.84,$11.33,$14.85,$18.30,$20.92,Idaho,Bingham County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Bingham County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Bingham County
0,Living Wage,$14.77,$29.94,$36.99,$47.66,$24.32,$28.89,$32.77,$35.69,$12.16,$16.52,$20.53,$24.06,Idaho,Blaine County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Blaine County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Blaine County
0,Living Wage,$14.29,$29.20,$36.25,$47.42,$24.01,$28.15,$32.03,$35.45,$12.00,$16.15,$20.16,$23.94,Idaho,Boise County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Boise County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Boise County
0,Living Wage,$14.27,$28.23,$35.28,$45.89,$23.11,$27.18,$31.06,$33.91,$11.56,$15.66,$19.67,$23.17,Idaho,Bonner County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Bonner County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Bonner County
0,Living Wage,$13.62,$28.10,$35.16,$45.93,$23.25,$27.06,$30.94,$33.96,$11.63,$15.60,$19.61,$23.19,Idaho,Bonneville County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Bonneville County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Bonneville County
0,Living Wage,$13.65,$26.82,$33.16,$42.95,$22.49,$26.48,$30.37,$33.13,$11.25,$14.95,$18.61,$21.70,Idaho,Boundary County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Boundary County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Boundary County
0,Living Wage,$13.64,$27.00,$32.92,$42.57,$22.96,$27.09,$30.97,$34.01,$11.48,$15.05,$18.49,$21.51,Idaho,Butte County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Butte County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Butte County
0,Living Wage,$13.65,$26.39,$32.31,$41.69,$22.52,$26.48,$30.37,$33.13,$11.26,$14.74,$18.19,$21.07,Idaho,Camas County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Camas County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Camas County
0,Living Wage,$14.29,$28.48,$34.82,$45.27,$24.01,$28.15,$32.03,$35.45,$12.00,$15.79,$19.44,$22.86,Idaho,Canyon County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Canyon County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Canyon County
0,Living Wage,$13.65,$26.39,$32.31,$40.82,$22.49,$26.48,$30.37,$32.26,$11.25,$14.74,$18.19,$20.64,Idaho,Caribou County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Caribou County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Caribou County
0,Living Wage,$13.68,$26.85,$33.19,$42.93,$22.58,$26.52,$30.40,$33.10,$11.29,$14.97,$18.63,$21.69,Idaho,Cassia County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Cassia County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Cassia County
0,Living Wage,$13.96,$26.80,$32.72,$42.02,$22.83,$26.89,$30.78,$33.47,$11.42,$14.95,$18.39,$21.24,Idaho,Clark County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Clark County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Clark County
0,Living Wage,$14.02,$27.32,$33.66,$42.80,$22.88,$26.99,$30.87,$32.97,$11.44,$15.21,$18.86,$21.63,Idaho,Clearwater County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Clearwater County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Clearwater County
0,Living Wage,$13.73,$27.64,$34.69,$45.25,$22.58,$26.59,$30.47,$33.28,$11.29,$15.36,$19.38,$22.85,Idaho,Custer County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Custer County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Custer County
0,Living Wage,$14.08,$27.40,$33.74,$43.58,$23.02,$27.07,$30.95,$33.75,$11.51,$15.25,$18.90,$22.02,Idaho,Elmore County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Elmore County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Elmore County
0,Living Wage,$13.21,$26.83,$33.17,$42.97,$22.68,$26.50,$30.38,$33.14,$11.34,$14.96,$18.62,$21.71,Idaho,Franklin County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Franklin County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Franklin County
0,Living Wage,$13.84,$26.64,$32.56,$41.28,$22.88,$26.73,$30.62,$32.73,$11.44,$14.87,$18.31,$20.87,Idaho,Fremont County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Fremont County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Fremont County
0,Living Wage,$13.87,$27.84,$34.18,$43.56,$23.27,$27.51,$31.39,$33.73,$11.64,$15.47,$19.12,$22.00,Idaho,Gem County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Gem County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Gem County
