Class,Level,_1a0c,_1a1c,_1a2c,_1a3c,_2a1w0c,_2a1w1c,_2a1w2c,_2a1w3c,_2a2w0c,_2a2w1c,_2a2w2c,_2a2w3c,County,State,FIPS
0,Living Wage,$13.85,$27.56,$33.05,$41.47,$23.00,$27.53,$31.18,$33.14,$11.50,$15.18,$18.42,$20.82,Walker County,GA,13295
0,Living Wage,$13.85,$27.56,$33.05,$41.47,$23.00,$27.53,$31.18,$33.14,$11.50,$15.18,$18.42,$20.82,Walker County,GA,13007
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Walker County,GA,13317
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Walker County,GA,13295
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Walker County,GA,13007
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Walker County,GA,13317
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Walker County,GA,13295
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Walker County,GA,13007
0,Living Wage,$16.72,$30.47,$36.47,$45.92,$25.45,$29.94,$33.59,$36.08,$12.72,$16.64,$20.13,$23.05,Walton County,GA,13297
0,Living Wage,$16.72,$30.47,$36.47,$45.92,$25.45,$29.94,$33.59,$36.08,$12.72,$16.64,$20.13,$23.05,Walton County,GA,13121
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Walton County,GA,13297
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Walton County,GA,13121
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Walton County,GA,13297
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Walton County,GA,13121
0,Living Wage,$12.59,$26.25,$31.74,$40.29,$21.62,$26.23,$29.87,$31.96,$10.81,$14.53,$17.77,$20.23,Ware County,GA,13299
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Ware County,GA,13299
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Ware County,GA,13299
0,Living Wage,$13.08,$26.25,$31.74,$39.88,$21.62,$26.23,$29.87,$31.56,$10.81,$14.53,$17.77,$20.03,Warren County,GA,13301
0,Living Wage,$13.08,$26.25,$31.74,$39.88,$21.62,$26.23,$29.87,$31.56,$10.81,$14.53,$17.77,$20.03,Warren County,GA,13299
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Warren County,GA,13301
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Warren County,GA,13299
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Warren County,GA,13301
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Warren County,GA,13299
0,Living Wage,$13.54,$26.25,$31.74,$40.05,$22.18,$26.23,$29.87,$31.72,$11.09,$14.53,$17.77,$20.11,Washington County,GA,13303
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington County,GA,13303
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Washington County,GA,13303
0,Living Wage,$13.08,$26.25,$31.74,$40.09,$21.62,$26.23,$29.87,$31.77,$10.81,$14.53,$17.77,$20.13,Wayne County,GA,13305
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wayne County,GA,13305
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wayne County,GA,13305
0,Living Wage,$13.23,$26.25,$31.74,$39.52,$21.78,$26.23,$29.87,$31.20,$10.89,$14.53,$17.77,$19.85,Webster County,GA,13307
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Webster County,GA,13307
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Webster County,GA,13307
0,Living Wage,$13.23,$26.25,$31.74,$40.44,$21.78,$26.23,$29.87,$32.12,$10.89,$14.53,$17.77,$20.31,Wheeler County,GA,13309
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wheeler County,GA,13309
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wheeler County,GA,13309
0,Living Wage,$13.62,$26.74,$32.23,$40.52,$22.17,$26.71,$30.36,$32.19,$11.08,$14.77,$18.01,$20.35,White County,GA,13311
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,White County,GA,13311
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,White County,GA,13311
0,Living Wage,$13.44,$27.28,$33.28,$42.37,$22.41,$26.75,$30.40,$32.53,$11.21,$15.04,$18.54,$21.27,Whitfield County,GA,13313
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Whitfield County,GA,13313
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Whitfield County,GA,13313
0,Living Wage,$13.23,$26.25,$31.74,$39.52,$21.80,$26.23,$29.87,$31.20,$10.90,$14.53,$17.77,$19.85,Wilcox County,GA,13315
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wilcox County,GA,13315
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wilcox County,GA,13315
0,Living Wage,$13.22,$26.45,$31.94,$39.90,$21.77,$26.42,$30.07,$31.57,$10.88,$14.63,$17.87,$20.04,Wilkes County,GA,13317
0,Living Wage,$13.22,$26.45,$31.94,$39.90,$21.77,$26.42,$30.07,$31.57,$10.88,$14.63,$17.87,$20.04,Wilkes County,GA,13295
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wilkes County,GA,13317
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wilkes County,GA,13295
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wilkes County,GA,13317
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wilkes County,GA,13295
0,Living Wage,$13.24,$26.26,$31.75,$39.53,$21.78,$26.23,$29.88,$31.20,$10.89,$14.53,$17.77,$19.85,Wilkinson County,GA,13319
0,Living Wage,$13.24,$26.26,$31.75,$39.53,$21.78,$26.23,$29.88,$31.20,$10.89,$14.53,$17.77,$19.85,Wilkinson County,GA,13003
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wilkinson County,GA,13319
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wilkinson County,GA,13003
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wilkinson County,GA,13319
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wilkinson County,GA,13003
0,Living Wage,$13.87,$26.89,$32.39,$40.63,$22.55,$26.87,$30.52,$32.31,$11.27,$14.85,$18.09,$20.40,Worth County,GA,13321
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Worth County,GA,13321
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Worth County,GA,13321
0,Living Wage,$13.53,$27.34,$33.26,$42.20,$22.58,$26.89,$30.54,$32.59,$11.03,$15.07,$18.53,$21.19,"Columbus, GA",GA,13073
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Columbus, GA",GA,13073
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,"Columbus, GA",GA,13073
0,Living Wage,$13.30,$27.11,$33.10,$42.04,$22.16,$26.58,$30.23,$32.20,$10.91,$14.96,$18.45,$21.11,"Dalton, GA",GA,13297
0,Living Wage,$13.30,$27.11,$33.10,$42.04,$22.16,$26.58,$30.23,$32.20,$10.91,$14.96,$18.45,$21.11,"Dalton, GA",GA,13121
0,Living Wage,$13.30,$27.11,$33.10,$42.04,$22.16,$26.58,$30.23,$32.20,$10.91,$14.96,$18.45,$21.11,"Dalton, GA",GA,13085
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Dalton, GA",GA,13297
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Dalton, GA",GA,13121
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Dalton, GA",GA,13085
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,"Dalton, GA",GA,13297
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,"Dalton, GA",GA,13121
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,"Dalton, GA",GA,13085
0,Living Wage,$16.48,$34.46,$42.25,$53.95,$27.31,$32.73,$36.66,$39.86,$13.65,$18.79,$23.18,$27.21,Hawaii County,HI,15001
1,Poverty Wage,$7.06,$9.53,$12.01,$14.49,$9.53,$12.01,$14.49,$16.96,$4.77,$6.00,$7.24,$8.48,Hawaii County,HI,15001
2,Minimum Wage,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,Hawaii County,HI,15001
0,Living Wage,$20.61,$40.44,$48.79,$65.39,$31.43,$38.15,$42.08,$49.62,$15.71,$21.78,$26.45,$32.92,Honolulu County,HI,15003
1,Poverty Wage,$7.06,$9.53,$12.01,$14.49,$9.53,$12.01,$14.49,$16.96,$4.77,$6.00,$7.24,$8.48,Honolulu County,HI,15003
2,Minimum Wage,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,Honolulu County,HI,15003
0,Living Wage,$18.79,$37.90,$45.79,$60.13,$30.53,$36.08,$40.01,$45.75,$15.26,$20.51,$24.95,$30.29,Kauai County,HI,15007
1,Poverty Wage,$7.06,$9.53,$12.01,$14.49,$9.53,$12.01,$14.49,$16.96,$4.77,$6.00,$7.24,$8.48,Kauai County,HI,15007
2,Minimum Wage,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,Kauai County,HI,15007
0,Living Wage,$19.15,$36.70,$44.29,$58.50,$29.60,$35.18,$39.10,$45.02,$14.80,$19.91,$24.20,$29.48,Maui County,HI,15009
1,Poverty Wage,$7.06,$9.53,$12.01,$14.49,$9.53,$12.01,$14.49,$16.96,$4.77,$6.00,$7.24,$8.48,Maui County,HI,15009
2,Minimum Wage,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,Maui County,HI,15009
0,Living Wage,$20.25,$39.98,$48.33,$64.93,$30.96,$37.69,$41.62,$49.16,$14.86,$21.55,$26.22,$32.69,"Urban Honolulu, HI",HI,15003
1,Poverty Wage,$7.06,$9.53,$12.01,$14.49,$9.53,$12.01,$14.49,$16.96,$4.77,$6.00,$7.24,$8.48,"Urban Honolulu, HI",HI,15003
2,Minimum Wage,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,$10.10,"Urban Honolulu, HI",HI,15003
0,Living Wage,$14.29,$29.20,$36.25,$47.42,$24.01,$28.15,$32.03,$35.45,$12.00,$16.15,$20.16,$23.94,Ada County,ID,16001
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Ada County,ID,16001
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Ada County,ID,16001
0,Living Wage,$13.65,$26.39,$32.31,$41.38,$22.74,$26.48,$30.37,$32.82,$11.37,$14.74,$18.19,$20.92,Adams County,ID,16003
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Adams County,ID,16003
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Adams County,ID,16003
0,Living Wage,$13.47,$26.81,$32.73,$42.07,$22.81,$26.90,$30.78,$33.52,$11.41,$14.95,$18.40,$21.26,Bannock County,ID,16005
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Bannock County,ID,16005
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Bannock County,ID,16005
0,Living Wage,$13.65,$26.39,$32.31,$41.69,$22.49,$26.48,$30.37,$33.13,$11.25,$14.74,$18.19,$21.07,Bear Lake County,ID,16007
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Bear Lake County,ID,16007
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Bear Lake County,ID,16007
0,Living Wage,$14.04,$27.34,$33.68,$43.42,$22.89,$27.00,$30.89,$33.59,$11.45,$15.22,$18.87,$21.94,Benewah County,ID,16009
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Benewah County,ID,16009
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Benewah County,ID,16009
0,Living Wage,$13.82,$26.61,$32.53,$41.39,$22.66,$26.70,$30.59,$32.84,$11.33,$14.85,$18.30,$20.92,Bingham County,ID,16011
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Bingham County,ID,16011
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Bingham County,ID,16011
0,Living Wage,$14.77,$29.94,$36.99,$47.66,$24.32,$28.89,$32.77,$35.69,$12.16,$16.52,$20.53,$24.06,Blaine County,ID,16013
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Blaine County,ID,16013
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Blaine County,ID,16013
0,Living Wage,$14.29,$29.20,$36.25,$47.42,$24.01,$28.15,$32.03,$35.45,$12.00,$16.15,$20.16,$23.94,Boise County,ID,16015
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Boise County,ID,16015
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Boise County,ID,16015
0,Living Wage,$14.27,$28.23,$35.28,$45.89,$23.11,$27.18,$31.06,$33.91,$11.56,$15.66,$19.67,$23.17,Bonner County,ID,16017
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Bonner County,ID,16017
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Bonner County,ID,16017
0,Living Wage,$13.62,$28.10,$35.16,$45.93,$23.25,$27.06,$30.94,$33.96,$11.63,$15.60,$19.61,$23.19,Bonneville County,ID,16019
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Bonneville County,ID,16019
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Bonneville County,ID,16019
0,Living Wage,$13.65,$26.82,$33.16,$42.95,$22.49,$26.48,$30.37,$33.13,$11.25,$14.95,$18.61,$21.70,Boundary County,ID,16021
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Boundary County,ID,16021
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Boundary County,ID,16021
0,Living Wage,$13.64,$27.00,$32.92,$42.57,$22.96,$27.09,$30.97,$34.01,$11.48,$15.05,$18.49,$21.51,Butte County,ID,16023
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Butte County,ID,16023
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Butte County,ID,16023
0,Living Wage,$13.65,$26.39,$32.31,$41.69,$22.52,$26.48,$30.37,$33.13,$11.26,$14.74,$18.19,$21.07,Camas County,ID,16025
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Camas County,ID,16025
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Camas County,ID,16025
0,Living Wage,$14.29,$28.48,$34.82,$45.27,$24.01,$28.15,$32.03,$35.45,$12.00,$15.79,$19.44,$22.86,Canyon County,ID,16027
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Canyon County,ID,16027
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Canyon County,ID,16027
0,Living Wage,$13.65,$26.39,$32.31,$40.82,$22.49,$26.48,$30.37,$32.26,$11.25,$14.74,$18.19,$20.64,Caribou County,ID,16029
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Caribou County,ID,16029
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Caribou County,ID,16029
0,Living Wage,$13.68,$26.85,$33.19,$42.93,$22.58,$26.52,$30.40,$33.10,$11.29,$14.97,$18.63,$21.69,Cassia County,ID,16031
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Cassia County,ID,16031
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Cassia County,ID,16031
0,Living Wage,$13.96,$26.80,$32.72,$42.02,$22.83,$26.89,$30.78,$33.47,$11.42,$14.95,$18.39,$21.24,Clark County,ID,16033
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Clark County,ID,16033
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Clark County,ID,16033
0,Living Wage,$14.02,$27.32,$33.66,$42.80,$22.88,$26.99,$30.87,$32.97,$11.44,$15.21,$18.86,$21.63,Clearwater County,ID,16035
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Clearwater County,ID,16035
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Clearwater County,ID,16035
0,Living Wage,$13.73,$27.64,$34.69,$45.25,$22.58,$26.59,$30.47,$33.28,$11.29,$15.36,$19.38,$22.85,Custer County,ID,16037
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Custer County,ID,16037
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Custer County,ID,16037
0,Living Wage,$14.08,$27.40,$33.74,$43.58,$23.02,$27.07,$30.95,$33.75,$11.51,$15.25,$18.90,$22.02,Elmore County,ID,16039
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Elmore County,ID,16039
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Elmore County,ID,16039
0,Living Wage,$13.21,$26.83,$33.17,$42.97,$22.68,$26.50,$30.38,$33.14,$11.34,$14.96,$18.62,$21.71,Franklin County,ID,16041
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Franklin County,ID,16041
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Franklin County,ID,16041
0,Living Wage,$13.84,$26.64,$32.56,$41.28,$22.88,$26.73,$30.62,$32.73,$11.44,$14.87,$18.31,$20.87,Fremont County,ID,16043
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Fremont County,ID,16043
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Fremont County,ID,16043
0,Living Wage,$13.87,$27.84,$34.18,$43.56,$23.27,$27.51,$31.39,$33.73,$11.64,$15.47,$19.12,$22.00,Gem County,ID,16045
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Gem County,ID,16045
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Gem County,ID,16045
0,Living Wage,$13.65,$26.39,$32.31,$41.69,$22.52,$26.48,$30.37,$33.13,$11.26,$14.74,$18.19,$21.07,Gooding County,ID,16047
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Gooding County,ID,16047
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Gooding County,ID,16047
0,Living Wage,$13.65,$26.39,$32.31,$41.19,$22.49,$26.48,$30.37,$32.64,$11.25,$14.74,$18.19,$20.82,Idaho County,ID,16049
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho County,ID,16049
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho County,ID,16049
0,Living Wage,$13.62,$26.97,$32.88,$42.51,$23.25,$27.06,$30.94,$33.96,$11.63,$15.03,$18.47,$21.48,Jefferson County,ID,16051
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Jefferson County,ID,16051
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Jefferson County,ID,16051
0,Living Wage,$13.55,$26.93,$32.84,$41.33,$22.94,$27.02,$30.90,$32.77,$11.47,$15.01,$18.45,$20.89,Jerome County,ID,16053
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Jerome County,ID,16053
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Jerome County,ID,16053
0,Living Wage,$14.79,$28.38,$34.72,$45.21,$23.84,$28.05,$31.93,$35.38,$11.92,$15.74,$19.39,$22.83,Kootenai County,ID,16055
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Kootenai County,ID,16055
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Kootenai County,ID,16055
