,type,1a1w0c,1a1w1c,1a1w2c,1a1w3c,2a1w0c,2a1w1c,2a1w2c,2a1w3c,2a2w0c,2a2w1c,2a2w2c,2a2w3c,State,County
2010,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Caribou County
2011,Living Wage,$13.68,$26.85,$33.19,$42.93,$22.58,$26.52,$30.40,$33.10,$11.29,$14.97,$18.63,$21.69,Idaho,Cassia County
2012,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Cassia County
2013,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Cassia County
2014,Living Wage,$13.96,$26.80,$32.72,$42.02,$22.83,$26.89,$30.78,$33.47,$11.42,$14.95,$18.39,$21.24,Idaho,Clark County
2015,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Clark County
2016,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Clark County
2017,Living Wage,$14.02,$27.32,$33.66,$42.80,$22.88,$26.99,$30.87,$32.97,$11.44,$15.21,$18.86,$21.63,Idaho,Clearwater County
2018,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Clearwater County
2019,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Clearwater County
2020,Living Wage,$13.73,$27.64,$34.69,$45.25,$22.58,$26.59,$30.47,$33.28,$11.29,$15.36,$19.38,$22.85,Idaho,Custer County
2021,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Custer County
2022,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Custer County
2023,Living Wage,$14.08,$27.40,$33.74,$43.58,$23.02,$27.07,$30.95,$33.75,$11.51,$15.25,$18.90,$22.02,Idaho,Elmore County
2024,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Elmore County
2025,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Elmore County
2026,Living Wage,$13.21,$26.83,$33.17,$42.97,$22.68,$26.50,$30.38,$33.14,$11.34,$14.96,$18.62,$21.71,Idaho,Franklin County
2027,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Franklin County
2028,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Franklin County
2029,Living Wage,$13.84,$26.64,$32.56,$41.28,$22.88,$26.73,$30.62,$32.73,$11.44,$14.87,$18.31,$20.87,Idaho,Fremont County
2030,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Fremont County
2031,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Fremont County
2032,Living Wage,$13.87,$27.84,$34.18,$43.56,$23.27,$27.51,$31.39,$33.73,$11.64,$15.47,$19.12,$22.00,Idaho,Gem County
2033,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Gem County
2034,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Gem County
2035,Living Wage,$13.65,$26.39,$32.31,$41.69,$22.52,$26.48,$30.37,$33.13,$11.26,$14.74,$18.19,$21.07,Idaho,Gooding County
2036,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Gooding County
2037,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Gooding County
2038,Living Wage,$13.65,$26.39,$32.31,$41.19,$22.49,$26.48,$30.37,$32.64,$11.25,$14.74,$18.19,$20.82,Idaho,Idaho County
2039,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Idaho County
2040,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Idaho County
2041,Living Wage,$13.62,$26.97,$32.88,$42.51,$23.25,$27.06,$30.94,$33.96,$11.63,$15.03,$18.47,$21.48,Idaho,Jefferson County
2042,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Jefferson County
2043,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Jefferson County
2044,Living Wage,$13.55,$26.93,$32.84,$41.33,$22.94,$27.02,$30.90,$32.77,$11.47,$15.01,$18.45,$20.89,Idaho,Jerome County
2045,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Jerome County
2046,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Jerome County
2047,Living Wage,$14.79,$28.38,$34.72,$45.21,$23.84,$28.05,$31.93,$35.38,$11.92,$15.74,$19.39,$22.83,Idaho,Kootenai County
2048,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Kootenai County
2049,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Kootenai County
2050,Living Wage,$13.70,$27.87,$34.92,$45.59,$22.97,$26.82,$30.70,$33.61,$11.49,$15.48,$19.49,$23.02,Idaho,Latah County
2051,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Latah County
2052,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Latah County
2053,Living Wage,$14.01,$27.31,$33.65,$42.54,$22.87,$26.97,$30.86,$32.71,$11.43,$15.20,$18.86,$21.50,Idaho,Lemhi County
2054,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Lemhi County
2055,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Lemhi County
2056,Living Wage,$13.65,$27.53,$34.59,$45.10,$22.89,$26.48,$30.37,$33.13,$11.45,$15.31,$19.33,$22.78,Idaho,Lewis County
2057,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Lewis County
2058,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Lewis County
2059,Living Wage,$14.20,$27.13,$33.05,$42.05,$23.06,$27.22,$31.11,$33.50,$11.53,$15.11,$18.56,$21.25,Idaho,Lincoln County
2060,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Lincoln County
2061,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Lincoln County
2062,Living Wage,$14.60,$26.80,$32.71,$42.26,$23.48,$26.89,$30.77,$33.71,$11.74,$14.94,$18.39,$21.36,Idaho,Madison County
2063,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Madison County
2064,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Madison County
2065,Living Wage,$13.65,$26.39,$32.31,$41.34,$22.98,$26.48,$30.37,$32.78,$11.49,$14.74,$18.19,$20.90,Idaho,Minidoka County
2066,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Minidoka County
2067,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Minidoka County
2068,Living Wage,$13.94,$27.95,$34.29,$44.01,$23.35,$27.61,$31.50,$34.19,$11.68,$15.52,$19.17,$22.23,Idaho,Nez Perce County
2069,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Nez Perce County
2070,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Nez Perce County
2071,Living Wage,$14.03,$27.33,$33.67,$43.08,$22.91,$27.00,$30.88,$33.25,$11.46,$15.21,$18.87,$21.77,Idaho,Oneida County
2072,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Oneida County
2073,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Oneida County
2074,Living Wage,$14.29,$28.48,$34.82,$45.27,$24.01,$28.15,$32.03,$35.45,$12.00,$15.79,$19.44,$22.86,Idaho,Owyhee County
2075,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Owyhee County
2076,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Owyhee County
2077,Living Wage,$14.03,$27.20,$33.54,$43.21,$22.79,$26.86,$30.75,$33.39,$11.39,$15.15,$18.80,$21.83,Idaho,Payette County
2078,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Payette County
2079,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Payette County
2080,Living Wage,$14.32,$27.30,$33.22,$41.79,$23.18,$27.39,$31.28,$33.23,$11.59,$15.20,$18.64,$21.12,Idaho,Power County
2081,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Power County
2082,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Power County
2083,Living Wage,$13.76,$26.97,$33.31,$42.89,$22.71,$26.64,$30.52,$33.06,$11.35,$15.03,$18.69,$21.67,Idaho,Shoshone County
2084,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Shoshone County
2085,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Shoshone County
2086,Living Wage,$14.89,$29.07,$36.12,$46.13,$23.66,$28.02,$31.90,$34.16,$11.83,$16.08,$20.09,$23.29,Idaho,Teton County
2087,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Teton County
2088,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Teton County
2089,Living Wage,$13.62,$27.03,$32.95,$42.21,$22.98,$27.12,$31.00,$33.66,$11.49,$15.06,$18.51,$21.33,Idaho,Twin Falls County
2090,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Twin Falls County
2091,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Twin Falls County
2092,Living Wage,$14.10,$28.15,$35.20,$45.99,$22.96,$27.10,$30.98,$34.02,$11.48,$15.62,$19.63,$23.22,Idaho,Valley County
2093,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Valley County
2094,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Valley County
2095,Living Wage,$13.65,$26.39,$32.31,$41.46,$22.49,$26.48,$30.37,$32.90,$11.25,$14.74,$18.19,$20.96,Idaho,Washington County
2096,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,Washington County
2097,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,Washington County
2098,Living Wage,$14.12,$28.78,$35.59,$46.48,$23.84,$27.98,$31.86,$35.25,$11.43,$15.94,$19.83,$23.47,Idaho,"Boise City, ID"
2099,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,"Boise City, ID"
2100,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,"Boise City, ID"
2101,Living Wage,$14.64,$28.23,$34.57,$45.06,$23.69,$27.89,$31.78,$35.23,$11.69,$15.66,$19.32,$22.75,Idaho,"Coeur d'Alene, ID"
2102,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,"Coeur d'Alene, ID"
2103,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,"Coeur d'Alene, ID"
2104,Living Wage,$13.47,$27.71,$34.52,$45.05,$23.09,$26.91,$30.79,$33.81,$11.10,$15.40,$19.29,$22.75,Idaho,"Idaho Falls, ID"
2105,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,"Idaho Falls, ID"
2106,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,"Idaho Falls, ID"
2107,Living Wage,$13.79,$28.15,$34.85,$44.94,$23.20,$27.46,$31.34,$34.03,$11.26,$15.62,$19.46,$22.69,Idaho,"Lewiston, ID"
2108,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,"Lewiston, ID"
2109,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,"Lewiston, ID"
2110,Living Wage,$13.02,$25.95,$31.62,$40.53,$22.31,$26.29,$30.17,$32.71,$10.87,$14.52,$17.84,$20.49,Idaho,"Pocatello, ID"
2111,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,"Pocatello, ID"
2112,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,"Pocatello, ID"
2113,Living Wage,$13.45,$26.86,$32.77,$41.87,$22.82,$26.95,$30.83,$33.31,$11.09,$14.98,$18.42,$21.16,Idaho,"Twin Falls, ID"
2114,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Idaho,"Twin Falls, ID"
2115,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Idaho,"Twin Falls, ID"
2116,Living Wage,$13.55,$27.25,$33.74,$43.35,$22.09,$26.21,$29.86,$32.02,$11.04,$15.02,$18.77,$21.77,Illinois,Adams County
2117,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Illinois,Adams County
2118,Minimum Wage,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,Illinois,Adams County
2119,Living Wage,$13.38,$27.90,$34.67,$45.03,$22.18,$26.57,$30.23,$32.84,$11.09,$15.35,$19.24,$22.61,Illinois,Alexander County
2120,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Illinois,Alexander County
2121,Minimum Wage,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,Illinois,Alexander County
2122,Living Wage,$13.13,$27.57,$34.35,$43.55,$22.04,$26.24,$29.89,$31.35,$11.02,$15.18,$19.08,$21.87,Illinois,Bond County
2123,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Illinois,Bond County
2124,Minimum Wage,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,Illinois,Bond County
2125,Living Wage,$13.36,$29.16,$36.80,$47.69,$22.48,$26.96,$30.62,$32.89,$11.24,$15.98,$20.31,$23.94,Illinois,Boone County
2126,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Illinois,Boone County
2127,Minimum Wage,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,Illinois,Boone County
2128,Living Wage,$14.34,$29.16,$35.47,$45.05,$23.51,$28.30,$31.96,$34.26,$11.75,$15.98,$19.64,$22.62,Illinois,Brown County
2129,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Illinois,Brown County
2130,Minimum Wage,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,Illinois,Brown County
2131,Living Wage,$13.00,$27.43,$33.88,$42.80,$22.06,$26.41,$30.07,$31.57,$11.03,$15.11,$18.84,$21.49,Illinois,Bureau County
2132,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Illinois,Bureau County
2133,Minimum Wage,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,Illinois,Bureau County
2134,Living Wage,$14.02,$28.09,$34.12,$43.29,$22.99,$27.51,$31.17,$33.34,$11.50,$15.44,$18.96,$21.74,Illinois,Calhoun County
2135,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Illinois,Calhoun County
2136,Minimum Wage,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,Illinois,Calhoun County
2137,Living Wage,$12.89,$26.50,$32.41,$40.69,$21.78,$26.04,$29.69,$31.10,$10.89,$14.65,$18.11,$20.44,Illinois,Carroll County
2138,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Illinois,Carroll County
2139,Minimum Wage,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,Illinois,Carroll County
2140,Living Wage,$12.89,$27.45,$34.30,$43.91,$22.27,$26.04,$29.69,$31.47,$11.14,$15.12,$19.05,$22.05,Illinois,Cass County
2141,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Illinois,Cass County
2142,Minimum Wage,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,Illinois,Cass County
2143,Living Wage,$14.68,$29.03,$36.29,$46.46,$23.20,$27.20,$30.86,$32.79,$11.60,$15.91,$20.05,$23.33,Illinois,Champaign County
2144,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Illinois,Champaign County
2145,Minimum Wage,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,Illinois,Champaign County
2146,Living Wage,$13.11,$27.36,$34.05,$43.27,$22.05,$26.10,$29.76,$31.30,$11.03,$15.08,$18.93,$21.73,Illinois,Christian County
2147,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Illinois,Christian County
2148,Minimum Wage,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,Illinois,Christian County
2149,Living Wage,$12.93,$26.95,$33.24,$42.41,$21.82,$26.09,$29.75,$31.65,$10.91,$14.87,$18.52,$21.30,Illinois,Clark County
2150,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Illinois,Clark County
2151,Minimum Wage,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,Illinois,Clark County
2152,Living Wage,$12.89,$26.40,$32.20,$40.38,$22.37,$26.04,$29.69,$31.10,$11.18,$14.60,$18.00,$20.28,Illinois,Clay County
2153,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Illinois,Clay County
2154,Minimum Wage,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,Illinois,Clay County
2155,Living Wage,$14.02,$28.61,$35.14,$44.83,$22.99,$27.51,$31.17,$33.34,$11.50,$15.70,$19.48,$22.51,Illinois,Clinton County
2156,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Illinois,Clinton County
2157,Minimum Wage,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,Illinois,Clinton County
2158,Living Wage,$13.08,$27.26,$33.61,$43.04,$22.06,$26.34,$30.00,$32.11,$11.03,$15.02,$18.71,$21.62,Illinois,Coles County
2159,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Illinois,Coles County
2160,Minimum Wage,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,Illinois,Coles County
2161,Living Wage,$16.32,$32.32,$40.12,$51.48,$25.66,$29.95,$33.61,$36.19,$12.83,$17.56,$21.96,$25.83,Illinois,Cook County
2162,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Illinois,Cook County
2163,Minimum Wage,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,Illinois,Cook County
2164,Living Wage,$12.89,$26.92,$33.25,$41.96,$22.14,$26.04,$29.69,$31.10,$11.07,$14.86,$18.53,$21.07,Illinois,Crawford County
2165,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Illinois,Crawford County
2166,Minimum Wage,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,Illinois,Crawford County
2167,Living Wage,$12.89,$26.66,$32.72,$41.17,$21.78,$26.04,$29.69,$31.10,$10.89,$14.73,$18.26,$20.68,Illinois,Cumberland County
2168,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Illinois,Cumberland County
2169,Minimum Wage,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,Illinois,Cumberland County
2170,Living Wage,$14.38,$30.83,$38.95,$51.36,$23.48,$28.16,$31.81,$35.13,$11.74,$16.81,$21.38,$25.77,Illinois,DeKalb County
2171,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Illinois,DeKalb County
2172,Minimum Wage,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,Illinois,DeKalb County
2173,Living Wage,$13.51,$26.66,$32.72,$41.68,$22.03,$26.04,$29.69,$31.61,$11.01,$14.73,$18.26,$20.93,Illinois,De Witt County
2174,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Illinois,De Witt County
2175,Minimum Wage,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,Illinois,De Witt County
2176,Living Wage,$13.36,$27.34,$34.09,$44.11,$21.88,$26.04,$29.69,$31.99,$10.94,$15.07,$18.95,$22.15,Illinois,Douglas County
2177,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Illinois,Douglas County
2178,Minimum Wage,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,Illinois,Douglas County
