County,State,FIPS,pov 1a0c,pov 1a1c,pov 1a2c,pov 1a3c,pov 2a1w0c,pov 2a1w1c,pov 2a1w2c,pov 2a1w3c,pov 2a2w0c,pov 2a2w1c,pov 2a2w2c,pov 2a2w3c,live 1a0c,live 1a1c,live 1a2c,live 1a3c,live 2a1w0c,live 2a1w1c,live 2a1w2c,live 2a1w3c,live 2a2w0c,live 2a2w1c,live 2a2w2c,live 2a2w3c,min 1a0c,min 1a1c,min 1a2c,min 1a3c,min 2a1w0c,min 2a1w1c,min 2a1w2c,min 2a1w3c,min 2a2w0c,min 2a2w1c,min 2a2w2c,min 2a2w3c
Lee County,IA,19111,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.21 ,$28.92 ,$36.98 ,$47.09 ,$23.26 ,$27.42 ,$31.21 ,$33.91 ,$11.63 ,$15.91 ,$20.49 ,$23.64 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Linn County,IA,19113,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.61 ,$29.87 ,$38.25 ,$49.46 ,$23.55 ,$28.06 ,$31.85 ,$35.35 ,$11.78 ,$16.38 ,$21.13 ,$24.83 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Louisa County,IA,19115,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.40 ,$29.25 ,$37.55 ,$47.63 ,$23.15 ,$27.53 ,$31.32 ,$33.76 ,$11.57 ,$16.08 ,$20.78 ,$23.91 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Lucas County,IA,19117,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.09 ,$29.20 ,$36.81 ,$46.26 ,$23.62 ,$28.15 ,$31.94 ,$34.45 ,$11.81 ,$16.05 ,$20.41 ,$23.23 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Lyon County,IA,19119,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.55 ,$28.78 ,$36.73 ,$46.59 ,$23.05 ,$27.39 ,$31.19 ,$33.76 ,$11.52 ,$15.84 ,$20.36 ,$23.39 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Madison County,IA,19125,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.32 ,$30.85 ,$39.33 ,$50.53 ,$24.59 ,$28.97 ,$32.76 ,$36.18 ,$12.29 ,$17.32 ,$21.67 ,$25.36 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Madison County,IA,19121,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.32 ,$30.85 ,$39.33 ,$50.53 ,$24.59 ,$28.97 ,$32.76 ,$36.18 ,$12.29 ,$17.32 ,$21.67 ,$25.36 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Mahaska County,IA,19123,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.63 ,$28.97 ,$37.00 ,$46.75 ,$23.13 ,$27.50 ,$31.30 ,$33.67 ,$11.57 ,$15.94 ,$20.50 ,$23.47 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Marion County,IA,19125,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.05 ,$29.08 ,$36.98 ,$46.62 ,$23.40 ,$27.74 ,$31.53 ,$33.94 ,$11.70 ,$15.99 ,$20.49 ,$23.41 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Marion County,IA,19121,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.05 ,$29.08 ,$36.98 ,$46.62 ,$23.40 ,$27.74 ,$31.53 ,$33.94 ,$11.70 ,$15.99 ,$20.49 ,$23.41 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Marshall County,IA,19127,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.59 ,$29.44 ,$37.43 ,$47.36 ,$23.64 ,$28.01 ,$31.81 ,$34.41 ,$11.82 ,$16.17 ,$20.72 ,$23.78 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Mills County,IA,19129,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.78 ,$31.15 ,$39.59 ,$50.83 ,$24.82 ,$29.31 ,$33.98 ,$36.61 ,$12.41 ,$17.47 ,$21.80 ,$25.51 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Mitchell County,IA,19131,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.55 ,$28.73 ,$36.62 ,$46.16 ,$23.05 ,$27.39 ,$31.19 ,$32.62 ,$11.52 ,$15.81 ,$20.31 ,$23.18 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Monona County,IA,19133,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.55 ,$28.75 ,$36.66 ,$46.72 ,$23.05 ,$27.39 ,$31.19 ,$34.00 ,$11.52 ,$15.82 ,$20.33 ,$23.46 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Monroe County,IA,19135,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.72 ,$29.02 ,$36.96 ,$46.62 ,$23.23 ,$27.64 ,$31.43 ,$33.80 ,$11.62 ,$15.96 ,$20.48 ,$23.41 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Montgomery County,IA,19137,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.55 ,$28.56 ,$36.28 ,$46.19 ,$23.05 ,$27.39 ,$31.19 ,$34.03 ,$11.52 ,$15.73 ,$20.14 ,$23.19 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Muscatine County,IA,19139,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.86 ,$29.78 ,$37.68 ,$47.61 ,$23.84 ,$28.44 ,$32.24 ,$34.94 ,$11.92 ,$16.34 ,$20.84 ,$23.90 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
O'Brien County,IA,19141,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.55 ,$28.39 ,$35.92 ,$45.89 ,$23.05 ,$27.39 ,$31.19 ,$34.26 ,$11.52 ,$15.64 ,$19.96 ,$23.04 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Osceola County,IA,19143,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.55 ,$28.52 ,$36.20 ,$45.75 ,$23.05 ,$27.39 ,$31.19 ,$33.70 ,$11.52 ,$15.71 ,$20.10 ,$22.97 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Page County,IA,19145,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.55 ,$28.50 ,$36.16 ,$45.93 ,$23.05 ,$27.39 ,$31.19 ,$33.94 ,$11.52 ,$15.70 ,$20.08 ,$23.06 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Palo Alto County,IA,19147,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.55 ,$28.36 ,$35.88 ,$45.32 ,$23.05 ,$27.39 ,$31.19 ,$33.76 ,$11.52 ,$15.63 ,$19.94 ,$22.76 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Plymouth County,IA,19149,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.19 ,$28.77 ,$36.70 ,$47.30 ,$23.36 ,$27.39 ,$31.19 ,$34.51 ,$11.68 ,$15.83 ,$20.35 ,$23.75 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Pocahontas County,IA,19151,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.55 ,$29.54 ,$38.27 ,$48.86 ,$23.06 ,$27.39 ,$31.19 ,$33.72 ,$11.53 ,$16.22 ,$21.13 ,$24.53 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Polk County,IA,19153,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.32 ,$30.76 ,$39.13 ,$50.23 ,$24.59 ,$28.97 ,$32.76 ,$36.18 ,$12.29 ,$17.27 ,$21.57 ,$25.21 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Pottawattamie County,IA,19155,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.78 ,$30.85 ,$38.98 ,$49.91 ,$24.82 ,$29.31 ,$33.98 ,$36.61 ,$12.41 ,$17.32 ,$21.49 ,$25.06 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Poweshiek County,IA,19157,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.78 ,$28.81 ,$36.45 ,$46.03 ,$23.29 ,$27.72 ,$31.51 ,$34.11 ,$11.65 ,$15.85 ,$20.22 ,$23.11 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Ringgold County,IA,19159,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.55 ,$28.36 ,$35.88 ,$45.96 ,$23.15 ,$27.39 ,$31.19 ,$34.39 ,$11.58 ,$15.63 ,$19.94 ,$23.08 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Sac County,IA,19161,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.55 ,$28.46 ,$36.08 ,$46.28 ,$23.22 ,$27.39 ,$31.19 ,$34.42 ,$11.61 ,$15.68 ,$20.04 ,$23.24 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Scott County,IA,19163,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.75 ,$29.83 ,$38.17 ,$48.75 ,$23.74 ,$28.07 ,$31.86 ,$34.78 ,$11.87 ,$16.36 ,$21.08 ,$24.47 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Shelby County,IA,19165,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.55 ,$29.38 ,$37.94 ,$48.71 ,$23.05 ,$27.39 ,$31.19 ,$34.06 ,$11.52 ,$16.14 ,$20.97 ,$24.45 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Sioux County,IA,19167,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.55 ,$28.92 ,$37.01 ,$47.71 ,$23.05 ,$27.39 ,$31.19 ,$34.46 ,$11.52 ,$15.91 ,$20.50 ,$23.95 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Story County,IA,19169,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$15.02 ,$30.58 ,$39.10 ,$50.48 ,$24.41 ,$28.65 ,$32.44 ,$36.00 ,$12.20 ,$17.18 ,$21.55 ,$25.34 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Tama County,IA,19171,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.48 ,$29.43 ,$37.98 ,$48.20 ,$23.09 ,$27.45 ,$31.24 ,$32.69 ,$11.54 ,$16.16 ,$20.99 ,$24.20 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Taylor County,IA,19173,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.19 ,$28.52 ,$36.19 ,$45.53 ,$23.05 ,$27.39 ,$31.19 ,$32.62 ,$11.52 ,$15.71 ,$20.10 ,$22.86 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Union County,IA,19175,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.02 ,$28.76 ,$36.68 ,$46.95 ,$23.37 ,$27.39 ,$31.19 ,$34.18 ,$11.68 ,$15.83 ,$20.34 ,$23.57 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Van Buren County,IA,19177,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.55 ,$29.21 ,$37.59 ,$48.24 ,$23.65 ,$27.39 ,$31.19 ,$34.12 ,$11.83 ,$16.05 ,$20.79 ,$24.22 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Wapello County,IA,19179,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.55 ,$29.05 ,$36.94 ,$46.76 ,$23.30 ,$27.73 ,$31.52 ,$34.12 ,$11.65 ,$15.98 ,$20.47 ,$23.48 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Warren County,IA,19181,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.32 ,$30.78 ,$39.19 ,$50.32 ,$24.59 ,$28.97 ,$32.76 ,$36.18 ,$12.29 ,$17.29 ,$21.60 ,$25.26 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Washington County,IA,19183,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.04 ,$30.18 ,$38.67 ,$49.02 ,$23.71 ,$28.26 ,$32.06 ,$34.60 ,$11.85 ,$16.98 ,$21.34 ,$24.61 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Wayne County,IA,19185,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.55 ,$28.57 ,$36.29 ,$46.01 ,$23.05 ,$27.39 ,$31.19 ,$33.82 ,$11.52 ,$15.73 ,$20.15 ,$23.10 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Webster County,IA,19187,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.75 ,$28.73 ,$36.61 ,$46.71 ,$23.09 ,$27.39 ,$31.19 ,$34.04 ,$11.55 ,$15.81 ,$20.31 ,$23.45 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Winnebago County,IA,19189,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.55 ,$28.57 ,$36.29 ,$46.27 ,$23.05 ,$27.39 ,$31.19 ,$34.09 ,$11.52 ,$15.73 ,$20.15 ,$23.23 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Winneshiek County,IA,19191,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.55 ,$28.98 ,$37.12 ,$47.53 ,$23.05 ,$27.39 ,$31.19 ,$34.10 ,$11.52 ,$15.94 ,$20.56 ,$23.86 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Woodbury County,IA,19193,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.74 ,$29.66 ,$37.64 ,$47.47 ,$23.70 ,$28.25 ,$32.04 ,$34.58 ,$11.85 ,$16.28 ,$20.82 ,$23.83 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Worth County,IA,19195,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.55 ,$28.50 ,$36.16 ,$46.33 ,$23.52 ,$27.39 ,$31.19 ,$34.36 ,$11.76 ,$15.70 ,$20.08 ,$23.26 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Wright County,IA,19197,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.48 ,$28.54 ,$36.24 ,$45.60 ,$23.05 ,$27.39 ,$31.19 ,$32.62 ,$11.52 ,$15.72 ,$20.12 ,$22.90 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
"Dubuque, IA",IA,19061,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.35 ,$29.29 ,$37.27 ,$48.06 ,$22.92 ,$27.43 ,$31.22 ,$33.80 ,$11.14 ,$16.09 ,$20.63 ,$24.13 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
"Iowa City, IA",IA,19095,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.69 ,$31.39 ,$40.01 ,$52.54 ,$24.08 ,$28.92 ,$32.71 ,$36.43 ,$11.80 ,$17.36 ,$22.01 ,$26.37 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
"Sioux City, IA",IA,19167,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.01 ,$30.67 ,$39.02 ,$50.06 ,$23.75 ,$28.46 ,$32.26 ,$34.74 ,$11.48 ,$17.00 ,$21.51 ,$25.13 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Allen County,KS,20001,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.27 ,$26.27 ,$31.71 ,$39.56 ,$21.78 ,$26.23 ,$29.87 ,$31.30 ,$10.89 ,$14.52 ,$17.75 ,$19.87 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Anderson County,KS,20003,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.16 ,$26.61 ,$32.41 ,$40.99 ,$21.78 ,$26.23 ,$29.87 ,$31.69 ,$10.89 ,$14.70 ,$18.10 ,$20.59 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
